scientific_name_edited	Scientific Name	Common Name	provided_taxonomy_group	derived_kingdom_group	Kingdom	State
Taenidia montana	Taenidia montana	Mountain-pimpernel	Plants	Plants	Plantae	West Virginia
Sibbaldiopsis tridentata	Sibbaldiopsis tridentata	Mountain-cinquefoil	Plants	Plants	Plantae	West Virginia
Thalictrum clavatum	Thalictrum clavatum	Mountain Meadowrue	Plants	Plants	Plantae	West Virginia
Pieris floribunda	Pieris floribunda	Mountain Fetterbush	Plants	Plants	Plantae	West Virginia
Zigadenus elegans ssp. glaucus	Zigadenus elegans ssp. glaucus	Mountain Deathcamas	Plants	Plants	Plantae	West Virginia
Marshallia grandiflora	Marshallia grandiflora	Monongahela Barbara's-buttons	Plants	Plants	Plantae	West Virginia
Ribes missouriense	Ribes missouriense	Missouri Gooseberry	Plants	Plants	Plantae	West Virginia
Carex mesochorea	Carex mesochorea	Midland Sedge	Plants	Plants	Plantae	West Virginia
Carex meadii	Carex meadii	Mead's Sedge	Plants	Plants	Plantae	West Virginia
Oenothera pilosella ssp. pilosella	Oenothera pilosella ssp. pilosella	Meadow Sundrops	Plants	Plants	Plantae	West Virginia
Dichanthelium meridionale	Dichanthelium meridionale	Matting Witchgrass	Plants	Plants	Plantae	West Virginia
Rhexia mariana var. mariana	Rhexia mariana var. mariana	Maryland Meadowbeauty	Plants	Plants	Plantae	West Virginia
Eleocharis palustris	Eleocharis palustris	Marsh Spikerush	Plants	Plants	Plantae	West Virginia
Torreyochloa pallida var. fernaldii	Torreyochloa pallida var. fernaldii	Mannagrass	Plants	Plants	Plantae	West Virginia
Glyceria laxa	Glyceria laxa	Mannagrass	Plants	Plants	Plantae	West Virginia
Carex manhartii	Carex manhartii	Manhart's Sedge	Plants	Plants	Plantae	West Virginia
Ranunculus macounii	Ranunculus macounii	Macoun's Buttercup	Plants	Plants	Plantae	West Virginia
Lysimachia hybrida	Lysimachia hybrida	Lowland Loosestrife	Plants	Plants	Plantae	West Virginia
Ruellia humilis	Ruellia humilis	Low Wild Petunia	Plants	Plants	Plantae	West Virginia
Ranunculus pusillus var. pusillus	Ranunculus pusillus var. pusillus	Low Spearwort	Plants	Plants	Plantae	West Virginia
Helianthemum propinquum	Helianthemum propinquum	Low Frostweed	Plants	Plants	Plantae	West Virginia
Pycnanthemum loomisii	Pycnanthemum loomisii	Loomis' Mountain-mint	Plants	Plants	Plantae	West Virginia
Carex pedunculata	Carex pedunculata	Longstalk Sedge	Plants	Plants	Plantae	West Virginia
Sagittaria calycina var. calycina	Sagittaria calycina var. calycina	Long-lobe Arrowhead	Plants	Plants	Plantae	West Virginia
Carex comosa	Carex comosa	Longhair Sedge	Plants	Plants	Plantae	West Virginia
Heuchera longiflora	Heuchera longiflora	Long-flower Alumroot	Plants	Plants	Plantae	West Virginia
Helianthemum canadense	Helianthemum canadense	Long-branch Frostweed	Plants	Plants	Plantae	West Virginia
Coeloglossum viride var. virescens	Coeloglossum viride var. virescens	Long-bracted Green Orchid, Satyr Orchid	Plants	Plants	Plantae	West Virginia
Dryopteris celsa	Dryopteris celsa	Log Fern	Plants	Plants	Plantae	West Virginia
Crataegus spathulata	Crataegus spathulata	Littlehip Haw	Plants	Plants	Plantae	West Virginia
Scleria oligantha	Scleria oligantha	Little-head Nutrush	Plants	Plants	Plantae	West Virginia
Spiranthes tuberosa	Spiranthes tuberosa	Little Ladies'-tresses	Plants	Plants	Plantae	West Virginia
Ophioglossum engelmannii	Ophioglossum engelmannii	Limestone Adder's-tongue	Plants	Plants	Plantae	West Virginia
Platanthera psycodes	Platanthera psycodes	Lesser Purple Fringed Orchid	Plants	Plants	Plantae	West Virginia
Triadenum tubulosum	Triadenum tubulosum	Lesser Marsh-st. John's-wort	Plants	Plants	Plantae	West Virginia
Myosotis macrosperma	Myosotis macrosperma	Large-seed Forget-me-not	Plants	Plants	Plantae	West Virginia
Parnassia grandifolia	Parnassia grandifolia	Largeleaf Grass-of-parnassus	Plants	Plants	Plantae	West Virginia
Vaccinium macrocarpon	Vaccinium macrocarpon	Large Cranberry	Plants	Plants	Plantae	West Virginia
Botrychium lanceolatum var. angustisegmentum	Botrychium lanceolatum var. angustisegmentum	Lanceolate Grapefern	Plants	Plants	Plantae	West Virginia
Rhamnus lanceolata ssp. lanceolata	Rhamnus lanceolata ssp. lanceolata	Lance-leaved Buckthorn	Plants	Plants	Plantae	West Virginia
Carex lacustris	Carex lacustris	Lake Sedge	Plants	Plants	Plantae	West Virginia
Carex kraliana	Carex kraliana	Kral's Sedge	Plants	Plants	Plantae	West Virginia
Juncus nodosus var. nodosus	Juncus nodosus var. nodosus	Knotted Rush	Plants	Plants	Plantae	West Virginia
Arctostaphylos uva-ursi	Arctostaphylos uva-ursi	Kinniinnick	Plants	Plants	Plantae	West Virginia
Listera smallii	Listera smallii	Kidneyleaf Twayblade	Plants	Plants	Plantae	West Virginia
Heteranthera reniformis	Heteranthera reniformis	Kidneyleaf Mud-plantain	Plants	Plants	Plantae	West Virginia
Parnassia asarifolia	Parnassia asarifolia	Kidneyleaf Grass-of-parnassus	Plants	Plants	Plantae	West Virginia
Trifolium virginicum	Trifolium virginicum	Kate's Mountain Clover	Plants	Plants	Plantae	West Virginia
Juncus articulatus	Juncus articulatus	Jointleaf Rush	Plants	Plants	Plantae	West Virginia
Carex interior	Carex interior	Inland Sedge	Plants	Plants	Plantae	West Virginia
Carex vesicaria	Carex vesicaria	Inflated Sedge	Plants	Plants	Plantae	West Virginia
Potamogeton illinoensis	Potamogeton illinoensis	Illinois Pondweed	Plants	Plants	Plantae	West Virginia
Eupatorium hyssopifolium var. laciniatum	Eupatorium hyssopifolium var. laciniatum	Hyssopleaf Thoroughwort	Plants	Plants	Plantae	West Virginia
Eupatorium hyssopifolium var. hyssopifolium	Eupatorium hyssopifolium var. hyssopifolium	Hyssopleaf Thoroughwort	Plants	Plants	Plantae	West Virginia
Utricularia gibba	Utricularia gibba	Humped Bladderwort	Plants	Plants	Plantae	West Virginia
Zannichellia palustris	Zannichellia palustris	Horned Pondweed	Plants	Plants	Plantae	West Virginia
Scutellaria galericulata	Scutellaria galericulata	Hooded Skullcap	Plants	Plants	Plantae	West Virginia
Hierochloe hirta ssp. arctica	Hierochloe hirta ssp. arctica	Holy Grass, Sweetgrass	Plants	Plants	Plantae	West Virginia
Helianthemum bicknellii	Helianthemum bicknellii	Hoary Frostweed	Plants	Plants	Plantae	West Virginia
Ilex collina	Ilex collina	Hill Holly	Plants	Plants	Plantae	West Virginia
Juncus trifidus	Juncus trifidus	Highland Rush	Plants	Plants	Plantae	West Virginia
Viburnum opulus var. americanum	Viburnum opulus var. americanum	Highbush Cranberry	Plants	Plants	Plantae	West Virginia
Utricularia geminiscapa	Utricularia geminiscapa	Hidden-fruit Bladderwort	Plants	Plants	Plantae	West Virginia
Scutellaria ovata ssp. virginiana	Scutellaria ovata ssp. virginiana	Heart-leaved Skullcap	Plants	Plants	Plantae	West Virginia
Scutellaria ovata ssp. ovata	Scutellaria ovata ssp. ovata	Heart-leaved Skullcap	Plants	Plants	Plantae	West Virginia
Listera cordata var. cordata	Listera cordata var. cordata	Heartleaf Twayblade	Plants	Plants	Plantae	West Virginia
Ampelopsis cordata	Ampelopsis cordata	Heartleaf Peppervine	Plants	Plants	Plantae	West Virginia
Stachys nuttallii	Stachys nuttallii	Heartleaf Hedge-nettle	Plants	Plants	Plantae	West Virginia
Ptilimnium fluviatile	Ptilimnium fluviatile	Harperella	Plants	Plants	Plantae	West Virginia
Schoenoplectus acutus var. acutus	Schoenoplectus acutus var. acutus	Hardstem Bulrush	Plants	Plants	Plantae	West Virginia
Hibiscus laevis	Hibiscus laevis	Halberd-leaf Rosemallow	Plants	Plants	Plantae	West Virginia
Ribes hirtellum	Ribes hirtellum	Hairy-stem Gooseberry	Plants	Plants	Plantae	West Virginia
Paspalum pubiflorum	Paspalum pubiflorum	Hairy-seed Crowngrass	Plants	Plants	Plantae	West Virginia
Carex trichocarpa	Carex trichocarpa	Hairy-fruit Sedge	Plants	Plants	Plantae	West Virginia
Chamaesyce vermiculata	Chamaesyce vermiculata	Hairy Spurge	Plants	Plants	Plantae	West Virginia
Arabis hirsuta ssp. pycnocarpa	Arabis hirsuta ssp. pycnocarpa	Hairy Rockcress	Plants	Plants	Plantae	West Virginia
Dichanthelium acuminatum ssp. acuminatum	Dichanthelium acuminatum ssp. acuminatum	Hairy Panicgrass	Plants	Plants	Plantae	West Virginia
Muhlenbergia capillaris var. capillaris	Muhlenbergia capillaris var. capillaris	Hair-awn Muhly	Plants	Plants	Plantae	West Virginia
Synandra hispidula	Synandra hispidula	Guyandotte Beauty	Plants	Plants	Plantae	West Virginia
Linum sulcatum var. sulcatum	Linum sulcatum var. sulcatum	Grooved Yellow Flax	Plants	Plants	Plantae	West Virginia
Stachys aspera	Stachys aspera	Gritty Hedge-nettle	Plants	Plants	Plantae	West Virginia
Minuartia groenlandica	Minuartia groenlandica	Greenland Stitchwort	Plants	Plants	Plantae	West Virginia
Carex albolutescens	Carex albolutescens	Greenish-white Sedge	Plants	Plants	Plantae	West Virginia
Sparganium angustifolium	Sparganium angustifolium	Greenfruit Bur-reed	Plants	Plants	Plantae	West Virginia
Pyrola chlorantha	Pyrola chlorantha	Green-flower Wintergreen	Plants	Plants	Plantae	West Virginia
Asclepias hirtella	Asclepias hirtella	Green Milkweed	Plants	Plants	Plantae	West Virginia
Peltandra virginica	Peltandra virginica	Green Arrow-arum	Plants	Plants	Plantae	West Virginia
Carex normalis	Carex normalis	Greater Straw Sedge	Plants	Plants	Plantae	West Virginia
Triadenum walteri	Triadenum walteri	Greater Marsh-st. John's-wort	Plants	Plants	Plantae	West Virginia
Gentianopsis crinita	Gentianopsis crinita	Greater Fringed Gentian	Plants	Plants	Plantae	West Virginia
Ranunculus flammula var. filiformis	Ranunculus flammula var. filiformis	Greater Creeping Spearwort	Plants	Plants	Plantae	West Virginia
Utricularia macrorhiza	Utricularia macrorhiza	Greater Bladderwort	Plants	Plants	Plantae	West Virginia
Veronica scutellata	Veronica scutellata	Grassleaf Speedwell	Plants	Plants	Plantae	West Virginia
Solidago faucibus	Solidago faucibus	Gorge Goldenrod	Plants	Plants	Plantae	West Virginia
Saxifraga careyana	Saxifraga careyana	Golden-eye Saxifrage	Plants	Plants	Plantae	West Virginia
Eupatorium godfreyanum	Eupatorium godfreyanum	Godfrey's Thoroughwort	Plants	Plants	Plantae	West Virginia
Carex aggregata	Carex aggregata	Glomerate Sedge	Plants	Plants	Plantae	West Virginia
Euphorbia purpurea	Euphorbia purpurea	Glade Spurge	Plants	Plants	Plantae	West Virginia
Arundinaria gigantea ssp. gigantea	Arundinaria gigantea ssp. gigantea	Giant Cane	Plants	Plants	Plantae	West Virginia
Carex molestiformis	Carex molestiformis	Frightful Sedge	Plants	Plants	Plantae	West Virginia
Cymophyllus fraserianus	Cymophyllus fraserianus	Fraser's Sedge	Plants	Plants	Plantae	West Virginia
Cryptogramma stelleri	Cryptogramma stelleri	Fragile Rockbrake	Plants	Plants	Plantae	West Virginia
Lycopodiella alopecuroides	Lycopodiella alopecuroides	Foxtail Clubmoss	Plants	Plants	Plantae	West Virginia
Lysimachia quadriflora	Lysimachia quadriflora	Four-flower Loosestrife	Plants	Plants	Plantae	West Virginia
Asplenium septentrionale	Asplenium septentrionale	Forked Spleenwort	Plants	Plants	Plantae	West Virginia
Juncus dichotomus	Juncus dichotomus	Forked Rush	Plants	Plants	Plantae	West Virginia
Lonicera canadensis	Lonicera canadensis	Fly Honeysuckle	Plants	Plants	Plantae	West Virginia
Eleocharis compressa	Eleocharis compressa	Flat-stem Spikerush	Plants	Plants	Plantae	West Virginia
Potamogeton zosteriformis	Potamogeton zosteriformis	Flatstem Pondweed	Plants	Plants	Plantae	West Virginia
Carex planispicata	Carex planispicata	Flat-spiked Sedge	Plants	Plants	Plantae	West Virginia
Silene virginica var. robusta	Silene virginica var. robusta	Fire Pink	Plants	Plants	Plantae	West Virginia
Carex conoidea	Carex conoidea	Field Sedge	Plants	Plants	Plantae	West Virginia
Carex oligosperma var. oligosperma	Carex oligosperma var. oligosperma	Fewseed Sedge	Plants	Plants	Plantae	West Virginia
Desmodium pauciflorum	Desmodium pauciflorum	Few-flower Tick-trefoil	Plants	Plants	Plantae	West Virginia
Carex pauciflora	Carex pauciflora	Few-flower Sedge	Plants	Plants	Plantae	West Virginia
Hottonia inflata	Hottonia inflata	Featherfoil	Plants	Plants	Plantae	West Virginia
Stenanthium gramineum var. gramineum	Stenanthium gramineum var. gramineum	Featherbells	Plants	Plants	Plantae	West Virginia
Schizachne purpurascens	Schizachne purpurascens	False Melicgrass	Plants	Plants	Plantae	West Virginia
Hasteola suaveolens	Hasteola suaveolens	False Indian-plantain	Plants	Plants	Plantae	West Virginia
Carex lupuliformis	Carex lupuliformis	False Hop Sedge	Plants	Plants	Plantae	West Virginia
Hudsonia tomentosa var. tomentosa	Hudsonia tomentosa var. tomentosa	False Heather, Wooly Hudsonia	Plants	Plants	Plantae	West Virginia
Euphorbia pubentissima	Euphorbia pubentissima	False Flowering Spurge	Plants	Plants	Plantae	West Virginia
Baptisia australis var. australis	Baptisia australis var. australis	False Blue Indigo	Plants	Plants	Plantae	West Virginia
Stachys eplingii	Stachys eplingii	Epling's Hedge-nettle	Plants	Plants	Plantae	West Virginia
Eleocharis engelmannii	Eleocharis engelmannii	Engelmann's Spikerush	Plants	Plants	Plantae	West Virginia
Carex emoryi	Carex emoryi	Emory's Sedge	Plants	Plants	Plantae	West Virginia
Eleocharis elliptica	Eleocharis elliptica	Elliptic Spikerush	Plants	Plants	Plantae	West Virginia
Xerophyllum asphodeloides	Xerophyllum asphodeloides	Eastern Turkeybeard	Plants	Plants	Plantae	West Virginia
Saxifraga pensylvanica	Saxifraga pensylvanica	Eastern Swamp Saxifrage	Plants	Plants	Plantae	West Virginia
Piptochaetium avenaceum	Piptochaetium avenaceum	Eastern Speargrass	Plants	Plants	Plantae	West Virginia
Talinum teretifolium	Talinum teretifolium	Eastern Fameflower	Plants	Plants	Plantae	West Virginia
Enemion biternatum	Enemion biternatum	Eastern False Rue-anemone	Plants	Plants	Plantae	West Virginia
Manfreda virginica	Manfreda virginica	Eastern Agave	Plants	Plants	Plantae	West Virginia
Corallorhiza trifida	Corallorhiza trifida	Early Coralroot	Plants	Plants	Plantae	West Virginia
Agalinis auriculata	Agalinis auriculata	Earleaf False Foxglove	Plants	Plants	Plantae	West Virginia
Trillium pusillum var. virginianum	Trillium pusillum var. virginianum	Dwarf Wakerobin	Plants	Plants	Plantae	West Virginia
Rubus pubescens var. pubescens	Rubus pubescens var. pubescens	Dwarf Red Bramble	Plants	Plants	Plantae	West Virginia
Goodyera repens	Goodyera repens	Dwarf Rattlesnake-plantain	Plants	Plants	Plantae	West Virginia
Gaylussacia dumosa	Gaylussacia dumosa	Dwarf Huckleberry	Plants	Plants	Plantae	West Virginia
Quercus prinoides	Quercus prinoides	Dwarf Chinquapin Oak	Plants	Plants	Plantae	West Virginia
Anemone quinquefolia var. minima	Anemone quinquefolia var. minima	Dwarf Anemone	Plants	Plants	Plantae	West Virginia
Carex arctata	Carex arctata	Drooping Woodland Sedge	Plants	Plants	Plantae	West Virginia
Galactia volubilis	Galactia volubilis	Downy Milkpea	Plants	Plants	Plantae	West Virginia
Viburnum rafinesquianum	Viburnum rafinesquianum	Downy Arrow-wood	Plants	Plants	Plantae	West Virginia
Cuscuta indecora var. neuropetala	Cuscuta indecora var. neuropetala	Dodder	Plants	Plants	Plantae	West Virginia
Dichanthelium acuminatum ssp. columbianum	Dichanthelium acuminatum ssp. columbianum	District Of Columbia Panicgrass	Plants	Plants	Plantae	West Virginia
Liatris scariosa var. nieuwlandii	Liatris scariosa var. nieuwlandii	Devil's-bite	Plants	Plants	Plantae	West Virginia
Carex davisii	Carex davisii	Davis' Sedge	Plants	Plants	Plantae	West Virginia
Botrychium matricariifolium	Botrychium matricariifolium	Daisy-leaved Grape-fern	Plants	Plants	Plantae	West Virginia
Astranthium integrifolium ssp. integrifolium	Astranthium integrifolium ssp. integrifolium	Daisy	Plants	Plants	Plantae	West Virginia
Myriophyllum pinnatum	Myriophyllum pinnatum	Cutleaf Water-milfoil	Plants	Plants	Plantae	West Virginia
Polygala curtissii	Polygala curtissii	Curtiss' Milkwort	Plants	Plants	Plantae	West Virginia
Ranunculus sceleratus var. sceleratus	Ranunculus sceleratus var. sceleratus	Cursed Crowfoot	Plants	Plants	Plantae	West Virginia
Silphium perfoliatum var. connatum	Silphium perfoliatum var. connatum	Cup-plant	Plants	Plants	Plantae	West Virginia
Carex cumberlandensis	Carex cumberlandensis	Cumberland Sedge	Plants	Plants	Plantae	West Virginia
Polygala cruciata var. aquilonia	Polygala cruciata var. aquilonia	Cross-leaved Milkwort	Plants	Plants	Plantae	West Virginia
Hypericum adpressum	Hypericum adpressum	Creeping St. John's-wort	Plants	Plants	Plantae	West Virginia
Gaultheria hispidula	Gaultheria hispidula	Creeping Snowberry	Plants	Plants	Plantae	West Virginia
Glyceria acutiflora	Glyceria acutiflora	Creeping Mannagrass	Plants	Plants	Plantae	West Virginia
Melothria pendula var. pendula	Melothria pendula var. pendula	Creeping Cucumber, Guadeloupe Cucumber	Plants	Plants	Plantae	West Virginia
Prenanthes crepidinea	Prenanthes crepidinea	Corymbed Rattlesnake-root	Plants	Plants	Plantae	West Virginia
Astragalus neglectus	Astragalus neglectus	Cooper's Milkvetch	Plants	Plants	Plantae	West Virginia
Wolffia columbiana	Wolffia columbiana	Columbian Watermeal	Plants	Plants	Plantae	West Virginia
Pycnanthemum muticum	Pycnanthemum muticum	Clustered Mountainmint	Plants	Plants	Plantae	West Virginia
Schoenoplectus purshianus	Schoenoplectus purshianus	Clubrush, Bulrush	Plants	Plants	Plantae	West Virginia
Carex haydenii	Carex haydenii	Cloud Sedge	Plants	Plants	Plantae	West Virginia
Saxifraga michauxii	Saxifraga michauxii	Cliff Saxifrage	Plants	Plants	Plantae	West Virginia
Prunus angustifolia var. angustifolia	Prunus angustifolia var. angustifolia	Chickasaw Plum	Plants	Plants	Plantae	West Virginia
Cheilanthes eatonii	Cheilanthes eatonii	Chestnut Lipfern	Plants	Plants	Plantae	West Virginia
Carex typhina	Carex typhina	Cattail Sedge	Plants	Plants	Plantae	West Virginia
Saxifraga caroliniana	Saxifraga caroliniana	Carolina Saxifrage	Plants	Plants	Plantae	West Virginia
Lilium michauxii	Lilium michauxii	Carolina Lily	Plants	Plants	Plantae	West Virginia
Calycanthus floridus var. glaucus	Calycanthus floridus var. glaucus	Carolina Allspice, Strawberry-shrub	Plants	Plants	Plantae	West Virginia
Polygonum careyi	Polygonum careyi	Carey's Smartweed	Plants	Plants	Plantae	West Virginia
Carex careyana	Carex careyana	Carey's Sedge	Plants	Plants	Plantae	West Virginia
Paxistima canbyi	Paxistima canbyi	Canby's Mountain-lover	Plants	Plants	Plantae	West Virginia
Cornus canadensis	Cornus canadensis	Canadian Bunchberry	Plants	Plants	Plantae	West Virginia
Taxus canadensis	Taxus canadensis	Canada Yew	Plants	Plants	Plantae	West Virginia
Piptatherum canadense	Piptatherum canadense	Canada Mountain Ricegrass	Plants	Plants	Plantae	West Virginia
Sanguisorba canadensis	Sanguisorba canadensis	Canada Burnet	Plants	Plants	Plantae	West Virginia
Campylopus flexuosus	Campylopus flexuosus	Campylopus Moss	Plants	Plants	Plantae	West Virginia
Spermacoce glabra	Spermacoce glabra	Buttonweed	Plants	Plants	Plantae	West Virginia
Juglans cinerea	Juglans cinerea	Butternut	Plants	Plants	Plantae	West Virginia
Andropogon glomeratus var. glomeratus	Andropogon glomeratus var. glomeratus	Bushy Broom-sedge	Plants	Plants	Plantae	West Virginia
Carex bushii	Carex bushii	Bush's Sedge	Plants	Plants	Plantae	West Virginia
Luzula bulbosa	Luzula bulbosa	Bulbous Woodrush	Plants	Plants	Plantae	West Virginia
Cicuta bulbifera	Cicuta bulbifera	Bulb-bearing Water-hemlock	Plants	Plants	Plantae	West Virginia
Trifolium reflexum	Trifolium reflexum	Buffalo Clover	Plants	Plants	Plantae	West Virginia
Menyanthes trifoliata	Menyanthes trifoliata	Buckbean	Plants	Plants	Plantae	West Virginia
Carex buxbaumii	Carex buxbaumii	Brown Bog Sedge	Plants	Plants	Plantae	West Virginia
Rhynchospora fusca	Rhynchospora fusca	Brown Beaksedge	Plants	Plants	Plantae	West Virginia
Dichanthelium scoparium	Dichanthelium scoparium	Broom Witchgrass	Plants	Plants	Plantae	West Virginia
Carex bromoides ssp. bromoides	Carex bromoides ssp. bromoides	Brome-like Sedge	Plants	Plants	Plantae	West Virginia
Vernonia glauca	Vernonia glauca	Broad-leaved Ironweed	Plants	Plants	Plantae	West Virginia
Rosa acicularis ssp. sayi	Rosa acicularis ssp. sayi	Bristly Rose	Plants	Plants	Plantae	West Virginia
Ranunculus pensylvanicus	Ranunculus pensylvanicus	Bristly Crowfoot	Plants	Plants	Plantae	West Virginia
Ranunculus hispidus var. caricetorum	Ranunculus hispidus var. caricetorum	Bristly Buttercup	Plants	Plants	Plantae	West Virginia
Ribes lacustre	Ribes lacustre	Bristly Black Currant	Plants	Plants	Plantae	West Virginia
Carex eburnea	Carex eburnea	Bristleleaf Sedge	Plants	Plants	Plantae	West Virginia
Sparganium androcladum	Sparganium androcladum	Branched Bur-reed	Plants	Plants	Plantae	West Virginia
Gaylussacia brachycera	Gaylussacia brachycera	Box Huckleberry	Plants	Plants	Plantae	West Virginia
Andromeda polifolia var. glaucophylla	Andromeda polifolia var. glaucophylla	Bog-rosemary	Plants	Plants	Plantae	West Virginia
Juncus biflorus	Juncus biflorus	Bog Rush	Plants	Plants	Plantae	West Virginia
Polemonium vanbruntiae	Polemonium vanbruntiae	Bog Jacob's-ladder	Plants	Plants	Plantae	West Virginia
Thelypteris simulata	Thelypteris simulata	Bog Fern	Plants	Plants	Plantae	West Virginia
Poa paludigena	Poa paludigena	Bog Bluegrass	Plants	Plants	Plantae	West Virginia
Botrychium oneidense	Botrychium oneidense	Blunt-lobe Grapefern	Plants	Plants	Plantae	West Virginia
Thermopsis villosa	Thermopsis villosa	Blue-ridge Buckbean	Plants	Plants	Plantae	West Virginia
Campanula rotundifolia	Campanula rotundifolia	Bluebell Bellflower	Plants	Plants	Plantae	West Virginia
Hypericum mitchellianum	Hypericum mitchellianum	Blue Ridge St. John's-wort	Plants	Plants	Plantae	West Virginia
Carex lucorum var. austrolucorum	Carex lucorum var. austrolucorum	Blue Ridge Sedge	Plants	Plants	Plantae	West Virginia
Fraxinus quadrangulata	Fraxinus quadrangulata	Blue Ash	Plants	Plants	Plantae	West Virginia
Piptatherum racemosum	Piptatherum racemosum	Black-seed Mountain Ricegrass	Plants	Plants	Plantae	West Virginia
Scirpus atrocinctus	Scirpus atrocinctus	Blackgirdle Bulrush	Plants	Plants	Plantae	West Virginia
Carex nigromarginata	Carex nigromarginata	Black-edge Sedge	Plants	Plants	Plantae	West Virginia
Rubus prestonensis	Rubus prestonensis	Blackberry	Plants	Plants	Plantae	West Virginia
Fraxinus nigra	Fraxinus nigra	Black Ash	Plants	Plants	Plantae	West Virginia
Cardamine flagellifera var. flagellifera	Cardamine flagellifera var. flagellifera	Bittercress	Plants	Plants	Plantae	West Virginia
Eragrostis hirsuta	Eragrostis hirsuta	Big-top Lovegrass	Plants	Plants	Plantae	West Virginia
Corallorhiza bentleyi	Corallorhiza bentleyi	Bentley's Coralroot	Plants	Plants	Plantae	West Virginia
Carex styloflexa	Carex styloflexa	Bent Sedge	Plants	Plants	Plantae	West Virginia
Astragalus distortus var. distortus	Astragalus distortus var. distortus	Bent Milkvetch	Plants	Plants	Plantae	West Virginia
Gymnopogon ambiguus	Gymnopogon ambiguus	Bearded Skeleton Grass	Plants	Plants	Plantae	West Virginia
Eleocharis rostellata	Eleocharis rostellata	Beaked Spikerush	Plants	Plants	Plantae	West Virginia
Carex utriculata	Carex utriculata	Beaked Sedge	Plants	Plants	Plantae	West Virginia
Rhynchospora recognita	Rhynchospora recognita	Beaked Rush	Plants	Plants	Plantae	West Virginia
Cuscuta rostrata	Cuscuta rostrata	Beaked Dodder	Plants	Plants	Plantae	West Virginia
Pycnanthemum beadlei	Pycnanthemum beadlei	Beadle's Mountainmint	Plants	Plants	Plantae	West Virginia
Malaxis bayardii	Malaxis bayardii	Bayard Long's Adder's Mouth	Plants	Plants	Plantae	West Virginia
Pycnanthemum clinopodioides	Pycnanthemum clinopodioides	Basil Mountain-mint	Plants	Plants	Plantae	West Virginia
Trichophorum planifolium	Trichophorum planifolium	Bashful Bulrush	Plants	Plants	Plantae	West Virginia
Scirpus ancistrochaetus	Scirpus ancistrochaetus	Barbed-bristle Bulrush	Plants	Plants	Plantae	West Virginia
Juncus balticus var. littoralis	Juncus balticus var. littoralis	Baltic Rush	Plants	Plants	Plantae	West Virginia
Packera paupercula	Packera paupercula	Balsam Ragwort	Plants	Plants	Plantae	West Virginia
Populus balsamifera ssp. balsamifera	Populus balsamifera ssp. balsamifera	Balsam Poplar	Plants	Plants	Plantae	West Virginia
Abies balsamea	Abies balsamea	Balsam Fir	Plants	Plants	Plantae	West Virginia
Carex atherodes	Carex atherodes	Awned Sedge	Plants	Plants	Plantae	West Virginia
Cyperus squarrosus	Cyperus squarrosus	Awned Flatsedge	Plants	Plants	Plantae	West Virginia
Aristida purpurascens var. purpurascens	Aristida purpurascens var. purpurascens	Arrowfeather Three-awn	Plants	Plants	Plantae	West Virginia
Vittaria appalachiana	Vittaria appalachiana	Appalachian Shoestring Fern	Plants	Plants	Plantae	West Virginia
Carex appalachica	Carex appalachica	Appalachian Sedge	Plants	Plants	Plantae	West Virginia
Gymnocarpium appalachianum	Gymnocarpium appalachianum	Appalachian Oak Fern	Plants	Plants	Plantae	West Virginia
Gentiana austromontana	Gentiana austromontana	Appalachian Gentian	Plants	Plants	Plantae	West Virginia
Liatris squarrulosa	Liatris squarrulosa	Appalachian Gayfeather	Plants	Plants	Plantae	West Virginia
Astilbe biternata	Astilbe biternata	Appalachian False Goat's-beard	Plants	Plants	Plantae	West Virginia
Trichomanes boschianum	Trichomanes boschianum	Appalachian Bristle Fern	Plants	Plants	Plantae	West Virginia
Viola appalachiensis	Viola appalachiensis	Appalachian Blue Violet	Plants	Plants	Plantae	West Virginia
Fimbristylis annua	Fimbristylis annua	Annual Fimbry	Plants	Plants	Plantae	West Virginia
Tortula ammonsiana	Tortula ammonsiana	Ammons' Twist Moss	Plants	Plants	Plantae	West Virginia
Glyceria grandis var. grandis	Glyceria grandis var. grandis	American Mannagrass	Plants	Plants	Plantae	West Virginia
Lygodium palmatum	Lygodium palmatum	American Climbing Fern	Plants	Plants	Plantae	West Virginia
Berberis canadensis	Berberis canadensis	American Barberry	Plants	Plants	Plantae	West Virginia
Adlumia fungosa	Adlumia fungosa	Allegheny-vine	Plants	Plants	Plantae	West Virginia
Prunus alleghaniensis var. alleghaniensis	Prunus alleghaniensis var. alleghaniensis	Allegheny Plum	Plants	Plants	Plantae	West Virginia
Allium allegheniense	Allium allegheniense	Allegheny Onion	Plants	Plants	Plantae	West Virginia
Woodsia appalachiana	Woodsia appalachiana	Allegheny Cliff Fern	Plants	Plants	Plantae	West Virginia
Rhamnus alnifolia	Rhamnus alnifolia	Alderleaf Buckthorn	Plants	Plants	Plantae	West Virginia
Carphophis amoenus	Carphophis amoenus	Wormsnake	Reptiles	Animals	Animalia	West Virginia
Glyptemys insculpta	Glyptemys insculpta	Wood Turtle	Reptiles	Animals	Animalia	West Virginia
Crotalus horridus	Crotalus horridus	Timber Rattlesnake	Reptiles	Animals	Animalia	West Virginia
Clemmys guttata	Clemmys guttata	Spotted Turtle	Reptiles	Animals	Animalia	West Virginia
