scientific_name_edited	Scientific Name	Common Name	provided_taxonomy_group	derived_kingdom_group	Kingdom	State
Liochlorophis vernalis	Liochlorophis vernalis	Smooth Greensnake	Reptiles	Animals	Animalia	West Virginia
Opheodrys aestivus	Opheodrys aestivus	Rough Greensnake	Reptiles	Animals	Animalia	West Virginia
Pseudemys concinna	Pseudemys concinna	River Cooter	Reptiles	Animals	Animalia	West Virginia
Pantherophis guttatus	Pantherophis guttatus	Red Cornsnake	Reptiles	Animals	Animalia	West Virginia
Regina septemvittata	Regina septemvittata	Queen Snake	Reptiles	Animals	Animalia	West Virginia
Graptemys ouachitensis	Graptemys ouachitensis	Ouachita Map Turtle	Reptiles	Animals	Animalia	West Virginia
Diadophis punctatus edwardsii	Diadophis punctatus edwardsii	Northern Ring-necked Snake	Reptiles	Animals	Animalia	West Virginia
Pseudemys rubriventris	Pseudemys rubriventris	Northern Red-bellied Cooter	Reptiles	Animals	Animalia	West Virginia
Pituophis melanoleucus melanoleucus	Pituophis melanoleucus melanoleucus	Northern Pinesnake	Reptiles	Animals	Animalia	West Virginia
Graptemys geographica	Graptemys geographica	Northern Map Turtle	Reptiles	Animals	Animalia	West Virginia
Agkistrodon contortrix mokasen	Agkistrodon contortrix mokasen	Northern Copperhead	Reptiles	Animals	Animalia	West Virginia
Plestiodon anthracinus anthracinus	Plestiodon anthracinus anthracinus	Northern Coal Skink	Reptiles	Animals	Animalia	West Virginia
Coluber constrictor constrictor	Coluber constrictor constrictor	Northern Black Racer	Reptiles	Animals	Animalia	West Virginia
Virginia valeriae pulchra	Virginia valeriae pulchra	Mountain Earthsnake	Reptiles	Animals	Animalia	West Virginia
Apalone mutica mutica	Apalone mutica mutica	Midland Smooth Softshell	Reptiles	Animals	Animalia	West Virginia
Scincella lateralis	Scincella lateralis	Little Brown Skink	Reptiles	Animals	Animalia	West Virginia
Apalone spinifera spinifera	Apalone spinifera spinifera	Eastern Spiny Softshell	Reptiles	Animals	Animalia	West Virginia
Aspidoscelis sexlineata	Aspidoscelis sexlineata	Eastern Six-lined Racerunner	Reptiles	Animals	Animalia	West Virginia
Thamnophis sauritus	Thamnophis sauritus	Eastern Ribbonsnake	Reptiles	Animals	Animalia	West Virginia
Lampropeltis getula	Lampropeltis getula	Eastern Kingsnake	Reptiles	Animals	Animalia	West Virginia
Heterodon platirhinos	Heterodon platirhinos	Eastern Hog-nosed Snake	Reptiles	Animals	Animalia	West Virginia
Virginia valeriae valeriae	Virginia valeriae valeriae	Eastern Earthsnake	Reptiles	Animals	Animalia	West Virginia
Terrapene carolina carolina	Terrapene carolina carolina	Eastern Box Turtle	Reptiles	Animals	Animalia	West Virginia
Plestiodon laticeps	Plestiodon laticeps	Broad-headed Skink	Reptiles	Animals	Animalia	West Virginia
Tetracha virginica	Tetracha virginica	Virginia Big-headed Tiger Beetle	Insects	Animals	Animalia	West Virginia
Cicindela marginipennis	Cicindela marginipennis	Cobblestone Tiger Beetle	Insects	Animals	Animalia	West Virginia
Cicindela hirticollis	Cicindela hirticollis	Beach-dune Tiger Beetle	Insects	Animals	Animalia	West Virginia
Cicindela patruela	Cicindela patruela	Barrens Tiger Beetle	Insects	Animals	Animalia	West Virginia
Cicindela ancocisconensis	Cicindela ancocisconensis	Appalachian Tiger Beetle	Insects	Animals	Animalia	West Virginia
Cicindela scutellaris	Cicindela scutellaris	A Tiger Beetle	Insects	Animals	Animalia	West Virginia
Cicindela splendida	Cicindela splendida	A Tiger Beetle	Insects	Animals	Animalia	West Virginia
Cicindela formosa generosa	Cicindela formosa generosa	A Tiger Beetle	Insects	Animals	Animalia	West Virginia
Cicindela limbalis	Cicindela limbalis	A Tiger Beetle	Insects	Animals	Animalia	West Virginia
Cicindela purpurea	Cicindela purpurea	A Tiger Beetle	Insects	Animals	Animalia	West Virginia
Cicindela unipunctata	Cicindela unipunctata	A Tiger Beetle	Insects	Animals	Animalia	West Virginia
Cicindela cuprascens	Cicindela cuprascens	A Tiger Beetle	Insects	Animals	Animalia	West Virginia
Cicindela cursitans	Cicindela cursitans	A Tiger Beetle	Insects	Animals	Animalia	West Virginia
