scientific_name_edited	Scientific Name	Common Name	provided_taxonomy_group	derived_kingdom_group	Kingdom	State
Astilbe crenatiloba	Astilbe crenatiloba	Roan False Goat's-beard	Plant	Plants	Plantae	Tennessee
Astragalus bibullatus	Astragalus bibullatus	Pyne's Ground Plum	Plant	Plants	Plantae	Tennessee
Astragalus tennesseensis	Astragalus tennesseensis	Tennessee Milk Vetch	Plant	Plants	Plantae	Tennessee
Athyrium filix-femina ssp. angustum	Athyrium filix-femina ssp. angustum	Northern Lady Fern	Plant	Plants	Plantae	Tennessee
Aureolaria patula	Aureolaria patula	Spreading False-foxglove	Plant	Plants	Plantae	Tennessee
Bacopa caroliniana	Bacopa caroliniana	Carolina Water-hyssop	Plant	Plants	Plantae	Tennessee
Baptisia bracteata var. leucophaea	Baptisia bracteata var. leucophaea	Cream Wild Indigo	Plant	Plants	Plantae	Tennessee
Bazzania nudicaulis	Bazzania nudicaulis	(a liverwort)	Plant	Plants	Plantae	Tennessee
Berberis canadensis	Berberis canadensis	American Barberry	Plant	Plants	Plantae	Tennessee
Betula papyrifera var. cordifolia	Betula papyrifera var. cordifolia	Heart-leaved Paper Birch	Plant	Plants	Plantae	Tennessee
Bolboschoenus fluviatilis	Bolboschoenus fluviatilis	River Bulrush	Plant	Plants	Plantae	Tennessee
Botrychium jenmanii	Botrychium jenmanii	Alabama Grapefern	Plant	Plants	Plantae	Tennessee
Botrychium matricariifolium	Botrychium matricariifolium	Chamomile Grapefern	Plant	Plants	Plantae	Tennessee
Botrychium oneidense	Botrychium oneidense	Blunt-lobed Grapefern	Plant	Plants	Plantae	Tennessee
Botrychium simplex	Botrychium simplex	Least Grape-fern	Plant	Plants	Plantae	Tennessee
Brachydontium trichodes	Brachydontium trichodes	Peak Moss	Plant	Plants	Plantae	Tennessee
Brachyelytrum septentrionale	Brachyelytrum septentrionale	Northern Shorthusk	Plant	Plants	Plantae	Tennessee
Bryoxiphium norvegicum	Bryoxiphium norvegicum	Sword Moss	Plant	Plants	Plantae	Tennessee
Buckleya distichophylla	Buckleya distichophylla	Piratebush	Plant	Plants	Plantae	Tennessee
Bulbostylis ciliatifolia var. coarctata	Bulbostylis ciliatifolia var. coarctata	Capillary Hairsedge	Plant	Plants	Plantae	Tennessee
Calamagrostis cainii	Calamagrostis cainii	Cain's Reedgrass	Plant	Plants	Plantae	Tennessee
Calamagrostis porteri	Calamagrostis porteri	Porter's Reedgrass	Plant	Plants	Plantae	Tennessee
Calamovilfa arcuata	Calamovilfa arcuata	Cumberland Sandgrass	Plant	Plants	Plantae	Tennessee
Calopogon oklahomensis	Calopogon oklahomensis	Oklahoma Grass-pink	Plant	Plants	Plantae	Tennessee
Caltha palustris	Caltha palustris	Marsh Marigold	Plant	Plants	Plantae	Tennessee
Campanula aparinoides	Campanula aparinoides	Marsh Bellflower	Plant	Plants	Plantae	Tennessee
Cardamine clematitis	Cardamine clematitis	Mountain Bittercress	Plant	Plants	Plantae	Tennessee
Cardamine flagellifera	Cardamine flagellifera	Running Bitter Cress	Plant	Plants	Plantae	Tennessee
Cardamine rotundifolia	Cardamine rotundifolia	American Bittercress	Plant	Plants	Plantae	Tennessee
Carex alopecoidea	Carex alopecoidea	Foxtail Sedge	Plant	Plants	Plantae	Tennessee
Carex argyrantha	Carex argyrantha	Hay Sedge	Plant	Plants	Plantae	Tennessee
Carex barrattii	Carex barrattii	Barratt's Sedge	Plant	Plants	Plantae	Tennessee
Carex bromoides ssp. montana	Carex bromoides ssp. montana	Blue Ridge Brome Sedge	Plant	Plants	Plantae	Tennessee
Carex bullata	Carex bullata	Button Sedge	Plant	Plants	Plantae	Tennessee
Carex buxbaumii	Carex buxbaumii	Brown Bog Sedge	Plant	Plants	Plantae	Tennessee
Carex chapmanii	Carex chapmanii	Chapman's Sedge	Plant	Plants	Plantae	Tennessee
Carex comosa	Carex comosa	Bristly Sedge	Plant	Plants	Plantae	Tennessee
Carex davisii	Carex davisii	Davis' Sedge	Plant	Plants	Plantae	Tennessee
Carex echinata ssp. echinata	Carex echinata ssp. echinata	Little Prickly Sedge	Plant	Plants	Plantae	Tennessee
Carex foenea	Carex foenea	Dry-spike Sedge	Plant	Plants	Plantae	Tennessee
Carex folliculata	Carex folliculata	northern long sedge	Plant	Plants	Plantae	Tennessee
Carex gravida	Carex gravida	Heavy Sedge	Plant	Plants	Plantae	Tennessee
Carex hirtifolia	Carex hirtifolia	Pubescent Sedge	Plant	Plants	Plantae	Tennessee
Carex hitchcockiana	Carex hitchcockiana	Hitchcock's Sedge	Plant	Plants	Plantae	Tennessee
Carex hyalina	Carex hyalina	Tissue Sedge	Plant	Plants	Plantae	Tennessee
Carex lacustris	Carex lacustris	Lake-bank Sedge	Plant	Plants	Plantae	Tennessee
Carex lonchocarpa	Carex lonchocarpa	Southern Long Sedge	Plant	Plants	Plantae	Tennessee
Carex manhartii	Carex manhartii	Manhart's Sedge	Plant	Plants	Plantae	Tennessee
Carex misera	Carex misera	Wretched Sedge	Plant	Plants	Plantae	Tennessee
Carex muskingumensis	Carex muskingumensis	Muskingum Sedge	Plant	Plants	Plantae	Tennessee
Carex ouachitana	Carex ouachitana	Ouachita Sedge	Plant	Plants	Plantae	Tennessee
Carex oxylepis var. pubescens	Carex oxylepis var. pubescens	Hairy Sharp-scaled Sedge	Plant	Plants	Plantae	Tennessee
Carex pallescens	Carex pallescens	Pale Sedge	Plant	Plants	Plantae	Tennessee
Carex pellita	Carex pellita	Woolly Sedge	Plant	Plants	Plantae	Tennessee
Carex reniformis	Carex reniformis	Reniform Sedge	Plant	Plants	Plantae	Tennessee
Carex roanensis	Carex roanensis	Roan Mountain Sedge	Plant	Plants	Plantae	Tennessee
Carex rostrata	Carex rostrata	Beaked Sedge	Plant	Plants	Plantae	Tennessee
Carex ruthii	Carex ruthii	Ruth's Sedge	Plant	Plants	Plantae	Tennessee
Carex sterilis	Carex sterilis	Sterile Sedge	Plant	Plants	Plantae	Tennessee
Carex vestita	Carex vestita	Velvety Sedge	Plant	Plants	Plantae	Tennessee
Carex x aestivaliformis	Carex x aestivaliformis	(a hybrid sedge)	Plant	Plants	Plantae	Tennessee
Castanea dentata	Castanea dentata	American Chestnut	Plant	Plants	Plantae	Tennessee
Caulophyllum giganteum	Caulophyllum giganteum	Giant Blue Cohosh	Plant	Plants	Plantae	Tennessee
Cephaloziella massalongi	Cephaloziella massalongi	(a liverwort)	Plant	Plants	Plantae	Tennessee
Cephaloziella spinicaulis	Cephaloziella spinicaulis	(a liverwort)	Plant	Plants	Plantae	Tennessee
Cerastium velutinum var. velutinum	Cerastium velutinum var. velutinum	Velvety Cerastium	Plant	Plants	Plantae	Tennessee
Ceratophyllum echinatum	Ceratophyllum echinatum	Prickly Hornwort	Plant	Plants	Plantae	Tennessee
Chelone obliqua	Chelone obliqua	Red Turtlehead	Plant	Plants	Plantae	Tennessee
Chrysogonum virginianum	Chrysogonum virginianum	Green-and-gold	Plant	Plants	Plantae	Tennessee
Cimicifuga rubifolia	Cimicifuga rubifolia	Appalachian Bugbane	Plant	Plants	Plantae	Tennessee
Clematis fremontii	Clematis fremontii	Fremont's Virgin's-bower	Plant	Plants	Plantae	Tennessee
Clematis glaucophylla	Clematis glaucophylla	White-leaved Leatherflower	Plant	Plants	Plantae	Tennessee
Clematis morefieldii	Clematis morefieldii	Morefield's Leatherflower	Plant	Plants	Plantae	Tennessee
Clematis pitcheri	Clematis pitcheri	Pitcher Leatherflower	Plant	Plants	Plantae	Tennessee
Clethra alnifolia	Clethra alnifolia	Coastal Sweet Pepper-bush	Plant	Plants	Plantae	Tennessee
Clintonia borealis	Clintonia borealis	Clinton's Lily	Plant	Plants	Plantae	Tennessee
Coeloglossum viride var. virescens	Coeloglossum viride var. virescens	Long-bracted Green Orchis	Plant	Plants	Plantae	Tennessee
Collinsia verna	Collinsia verna	Spring Blue-eyed Mary	Plant	Plants	Plantae	Tennessee
Cololejeunea ornata	Cololejeunea ornata	Ornate Cololejeunea	Plant	Plants	Plantae	Tennessee
Comptonia peregrina	Comptonia peregrina	Sweetfern	Plant	Plants	Plantae	Tennessee
Conradina verticillata	Conradina verticillata	Cumberland Rosemary	Plant	Plants	Plantae	Tennessee
Corallorhiza maculata	Corallorhiza maculata	Spotted Coralroot	Plant	Plants	Plantae	Tennessee
Coreopsis delphiniifolia	Coreopsis delphiniifolia	Larkspur-leaved Coreopsis	Plant	Plants	Plantae	Tennessee
Coreopsis latifolia	Coreopsis latifolia	Broad-leaved Tickseed	Plant	Plants	Plantae	Tennessee
Cornus obliqua	Cornus obliqua	Silky Dogwood	Plant	Plants	Plantae	Tennessee
Corydalis sempervirens	Corydalis sempervirens	Pale Corydalis	Plant	Plants	Plantae	Tennessee
Cotinus obovatus	Cotinus obovatus	American Smoketree	Plant	Plants	Plantae	Tennessee
Crataegus harbisonii	Crataegus harbisonii	Harbison's Hawthorn	Plant	Plants	Plantae	Tennessee
Crotalaria purshii	Crotalaria purshii	Pursh's Rattlebox	Plant	Plants	Plantae	Tennessee
Croton alabamensis	Croton alabamensis	Alabama Croton	Plant	Plants	Plantae	Tennessee
Cymophyllus fraserianus	Cymophyllus fraserianus	Fraser's Sedge	Plant	Plants	Plantae	Tennessee
Cyperus dentatus	Cyperus dentatus	Toothed Sedge	Plant	Plants	Plantae	Tennessee
Cyperus plukenetii	Cyperus plukenetii	Plukenet's Galingale	Plant	Plants	Plantae	Tennessee
Cypripedium acaule	Cypripedium acaule	Pink Lady's-slipper	Plant	Plants	Plantae	Tennessee
Cypripedium kentuckiense	Cypripedium kentuckiense	Southern Lady's-slipper	Plant	Plants	Plantae	Tennessee
Cypripedium reginae	Cypripedium reginae	Showy Lady's-slipper	Plant	Plants	Plantae	Tennessee
Dalea candida	Dalea candida	White Prairie-clover	Plant	Plants	Plantae	Tennessee
Dalea foliosa	Dalea foliosa	Leafy Prairie-clover	Plant	Plants	Plantae	Tennessee
Dalea purpurea	Dalea purpurea	Purple Prairie-clover	Plant	Plants	Plantae	Tennessee
Danthonia epilis	Danthonia epilis	Bog Oat-grass	Plant	Plants	Plantae	Tennessee
Delphinium exaltatum	Delphinium exaltatum	Tall Larkspur	Plant	Plants	Plantae	Tennessee
Desmodium ochroleucum	Desmodium ochroleucum	Creamflower Tick-trefoil	Plant	Plants	Plantae	Tennessee
Diamorpha smallii	Diamorpha smallii	Small's Stonecrop	Plant	Plants	Plantae	Tennessee
Diarrhena obovata	Diarrhena obovata	Beak Grass	Plant	Plants	Plantae	Tennessee
Dichanthelium aciculare	Dichanthelium aciculare	Needleleaf Witchgrass	Plant	Plants	Plantae	Tennessee
Dichanthelium acuminatum ssp. leucothrix	Dichanthelium acuminatum ssp. leucothrix	Roughish Witchgrass	Plant	Plants	Plantae	Tennessee
Dichanthelium acuminatum ssp. spretum	Dichanthelium acuminatum ssp. spretum	Eaton's Witchgrass	Plant	Plants	Plantae	Tennessee
Dichanthelium ensifolium ssp. curtifolium	Dichanthelium ensifolium ssp. curtifolium	Short-leaved Panic Grass	Plant	Plants	Plantae	Tennessee
Dichanthelium ensifolium ssp. ensifolium	Dichanthelium ensifolium ssp. ensifolium	Small-leaved Panicgrass	Plant	Plants	Plantae	Tennessee
Didiplis diandra	Didiplis diandra	Water-purslane	Plant	Plants	Plantae	Tennessee
Diervilla lonicera	Diervilla lonicera	Northern Bush-honeysuckle	Plant	Plants	Plantae	Tennessee
Diervilla sessilifolia var. rivularis	Diervilla sessilifolia var. rivularis	Mountain Bush-honeysuckle	Plant	Plants	Plantae	Tennessee
Draba cuneifolia	Draba cuneifolia	Wedge-leaved Whitlow-grass	Plant	Plants	Plantae	Tennessee
Draba ramosissima	Draba ramosissima	Branching Whitlow-grass	Plant	Plants	Plantae	Tennessee
Drepanolejeunea appalachiana	Drepanolejeunea appalachiana	(a liverwort)	Plant	Plants	Plantae	Tennessee
Drosera brevifolia	Drosera brevifolia	Dwarf Sundew	Plant	Plants	Plantae	Tennessee
Drosera capillaris	Drosera capillaris	Pink Sundew	Plant	Plants	Plantae	Tennessee
Drosera rotundifolia	Drosera rotundifolia	Roundleaf Sundew	Plant	Plants	Plantae	Tennessee
Dryopteris carthusiana	Dryopteris carthusiana	Spinulose Shield Fern	Plant	Plants	Plantae	Tennessee
Dryopteris cristata	Dryopteris cristata	Crested Shield Fern	Plant	Plants	Plantae	Tennessee
Echinacea pallida	Echinacea pallida	Pale-purple Coneflower	Plant	Plants	Plantae	Tennessee
Echinacea simulata	Echinacea simulata	Wavy-leaf Purple Coneflower	Plant	Plants	Plantae	Tennessee
Echinacea tennesseensis	Echinacea tennesseensis	Tennessee Coneflower	Plant	Plants	Plantae	Tennessee
Echinochloa walteri	Echinochloa walteri	Walter's Barnyard Grass	Plant	Plants	Plantae	Tennessee
Echinodorus rostratus	Echinodorus rostratus	Erect Burhead	Plant	Plants	Plantae	Tennessee
Eleocharis compressa	Eleocharis compressa	Flat-stemmed Spike-rush	Plant	Plants	Plantae	Tennessee
Eleocharis equisetoides	Eleocharis equisetoides	Horse-tail Spike-rush	Plant	Plants	Plantae	Tennessee
Eleocharis intermedia	Eleocharis intermedia	Matted Spike-rush	Plant	Plants	Plantae	Tennessee
Eleocharis lanceolata	Eleocharis lanceolata	Lance-like Spike-rush	Plant	Plants	Plantae	Tennessee
Eleocharis tortilis	Eleocharis tortilis	Twisted Spike-rush	Plant	Plants	Plantae	Tennessee
Eleocharis wolfii	Eleocharis wolfii	Wolf Spike-rush	Plant	Plants	Plantae	Tennessee
Elodea nuttallii	Elodea nuttallii	Nuttall's Waterweed	Plant	Plants	Plantae	Tennessee
Elymus svensonii	Elymus svensonii	Svenson's Wild-rye	Plant	Plants	Plantae	Tennessee
Entodon concinnus	Entodon concinnus	Lime Entodon	Plant	Plants	Plantae	Tennessee
Epilobium angustifolium	Epilobium angustifolium	Fireweed	Plant	Plants	Plantae	Tennessee
Epilobium ciliatum	Epilobium ciliatum	Hairy Willow-herb	Plant	Plants	Plantae	Tennessee
Epilobium leptophyllum	Epilobium leptophyllum	Linear-leaved Willow-herb	Plant	Plants	Plantae	Tennessee
Eriocaulon decangulare	Eriocaulon decangulare	Ten-angle pipewort	Plant	Plants	Plantae	Tennessee
Eriogonum longifolium var. harperi	Eriogonum longifolium var. harperi	Harper's Umbrella-plant	Plant	Plants	Plantae	Tennessee
Eriophorum virginicum	Eriophorum virginicum	Tawny Cotton-grass	Plant	Plants	Plantae	Tennessee
Eryngium integrifolium	Eryngium integrifolium	Blue-flower Coyote-thistle	Plant	Plants	Plantae	Tennessee
Erysimum capitatum	Erysimum capitatum	Western Wallflower	Plant	Plants	Plantae	Tennessee
Erythronium rostratum	Erythronium rostratum	Beaked Trout-lily	Plant	Plants	Plantae	Tennessee
Euonymus obovatus	Euonymus obovatus	Running Strawberry-bush	Plant	Plants	Plantae	Tennessee
Eupatorium leucolepis	Eupatorium leucolepis	White-bracted Thoroughwort	Plant	Plants	Plantae	Tennessee
Eupatorium steelei	Eupatorium steelei	Steele's Joe-pye Weed	Plant	Plants	Plantae	Tennessee
Eurybia saxicastellii	Eurybia saxicastellii	Rockcastle Aster	Plant	Plants	Plantae	Tennessee
Eurybia schreberi	Eurybia schreberi	Schreber's Aster	Plant	Plants	Plantae	Tennessee
Evolvulus nuttallianus	Evolvulus nuttallianus	Evolvulus	Plant	Plants	Plantae	Tennessee
Festuca paradoxa	Festuca paradoxa	Cluster Fescue	Plant	Plants	Plantae	Tennessee
Fimbristylis perpusilla	Fimbristylis perpusilla	Harper's Fimbristylis	Plant	Plants	Plantae	Tennessee
Fimbristylis puberula	Fimbristylis puberula	Hairy Fimbristylis	Plant	Plants	Plantae	Tennessee
Fissidens clebschii	Fissidens clebschii	Clebsch's Pocket Moss	Plant	Plants	Plantae	Tennessee
Fothergilla major	Fothergilla major	Mountain Witch-alder	Plant	Plants	Plantae	Tennessee
Frullania obcordata	Frullania obcordata	Swamp Frullania	Plant	Plants	Plantae	Tennessee
Fuirena squarrosa	Fuirena squarrosa	Hairy Umbrella-sedge	Plant	Plants	Plantae	Tennessee
Funaria americana	Funaria americana	(a moss)	Plant	Plants	Plantae	Tennessee
Galium asprellum	Galium asprellum	Rough Bedstraw	Plant	Plants	Plantae	Tennessee
Galium palustre	Galium palustre	Marsh Bedstraw	Plant	Plants	Plantae	Tennessee
Galium uniflorum	Galium uniflorum	Fragrant Bedstraw	Plant	Plants	Plantae	Tennessee
Gaylussacia dumosa	Gaylussacia dumosa	Dwarf Huckleberry	Plant	Plants	Plantae	Tennessee
Gelsemium sempervirens	Gelsemium sempervirens	Yellow Jessamine	Plant	Plants	Plantae	Tennessee
Gentiana austromontana	Gentiana austromontana	Appalachian Gentian	Plant	Plants	Plantae	Tennessee
Gentiana linearis	Gentiana linearis	Narrow-leaved Gentian	Plant	Plants	Plantae	Tennessee
Gentiana puberulenta	Gentiana puberulenta	Downy Gentian	Plant	Plants	Plantae	Tennessee
Geranium robertianum	Geranium robertianum	Herb-robert	Plant	Plants	Plantae	Tennessee
Geum aleppicum	Geum aleppicum	Yellow Avens	Plant	Plants	Plantae	Tennessee
Geum geniculatum	Geum geniculatum	Bent Avens	Plant	Plants	Plantae	Tennessee
Geum laciniatum	Geum laciniatum	Rough Avens	Plant	Plants	Plantae	Tennessee
Geum radiatum	Geum radiatum	Spreading Avens	Plant	Plants	Plantae	Tennessee
Glyceria acutiflora	Glyceria acutiflora	Sharp-scaled Mannagrass	Plant	Plants	Plantae	Tennessee
Glyceria laxa	Glyceria laxa	Northern Mannagrass	Plant	Plants	Plantae	Tennessee
Glyceria nubigena	Glyceria nubigena	Smoky Mountains Mannagrass	Plant	Plants	Plantae	Tennessee
Goodyera repens	Goodyera repens	Dwarf Rattlesnake Plantain	Plant	Plants	Plantae	Tennessee
Gratiola floridana	Gratiola floridana	Florida Hedge-hyssop	Plant	Plants	Plantae	Tennessee
Grimmia olneyi	Grimmia olneyi	Grimmia Moss	Plant	Plants	Plantae	Tennessee
Gymnoderma lineare	Gymnoderma lineare	Rock Gnome Lichen	Plant	Plants	Plantae	Tennessee
Gymnomitrion laceratum	Gymnomitrion laceratum	(a liverwort)	Plant	Plants	Plantae	Tennessee
Gymnopogon brevifolius	Gymnopogon brevifolius	Broad-leaved Beardgrass	Plant	Plants	Plantae	Tennessee
Hasteola suaveolens	Hasteola suaveolens	Sweet-scented Indian-plantain	Plant	Plants	Plantae	Tennessee
Hedyotis purpurea var. montana	Hedyotis purpurea var. montana	Roan Mountain Bluet	Plant	Plants	Plantae	Tennessee
Helenium brevifolium	Helenium brevifolium	Shortleaf Sneezeweed	Plant	Plants	Plantae	Tennessee
Helianthemum bicknellii	Helianthemum bicknellii	Plains Frostweed	Plant	Plants	Plantae	Tennessee
Helianthemum canadense	Helianthemum canadense	Canada Frostweed	Plant	Plants	Plantae	Tennessee
Helianthemum propinquum	Helianthemum propinquum	Low Frostweed	Plant	Plants	Plantae	Tennessee
Helianthus eggertii	Helianthus eggertii	Eggert's Sunflower	Plant	Plants	Plantae	Tennessee
Helianthus glaucophyllus	Helianthus glaucophyllus	White-leaved Sunflower	Plant	Plants	Plantae	Tennessee
Helianthus occidentalis	Helianthus occidentalis	Naked-stem Sunflower	Plant	Plants	Plantae	Tennessee
Helianthus verticillatus	Helianthus verticillatus	Whorled Sunflower	Plant	Plants	Plantae	Tennessee
Heracleum maximum	Heracleum maximum	Cow-parsnip	Plant	Plants	Plantae	Tennessee
Heteranthera limosa	Heteranthera limosa	Blue Mud-plantain	Plant	Plants	Plantae	Tennessee
Heteranthera multiflora	Heteranthera multiflora	Multiflowered Mud-plantain	Plant	Plants	Plantae	Tennessee
Heuchera longiflora var. aceroides	Heuchera longiflora var. aceroides	Maple-leaf Alumroot	Plant	Plants	Plantae	Tennessee
Hexastylis virginica	Hexastylis virginica	Virginia Heartleaf	Plant	Plants	Plantae	Tennessee
Hieracium longipilum	Hieracium longipilum	Hairy Hawkweed	Plant	Plants	Plantae	Tennessee
Hieracium scabrum	Hieracium scabrum	Rough Hawkweed	Plant	Plants	Plantae	Tennessee
Homaliadelphus sharpii	Homaliadelphus sharpii	Sharp's Homaliadelphus	Plant	Plants	Plantae	Tennessee
Hottonia inflata	Hottonia inflata	Featherfoil	Plant	Plants	Plantae	Tennessee
Huperzia appalachiana	Huperzia appalachiana	Appalachian Fir Clubmoss	Plant	Plants	Plantae	Tennessee
Hydrastis canadensis	Hydrastis canadensis	Goldenseal	Plant	Plants	Plantae	Tennessee
Hydrocotyle americana	Hydrocotyle americana	American Water-pennywort	Plant	Plants	Plantae	Tennessee
Hydrolea ovata	Hydrolea ovata	Ovate Fiddleleaf	Plant	Plants	Plantae	Tennessee
Hydrophyllum virginianum	Hydrophyllum virginianum	Appalachian Waterleaf	Plant	Plants	Plantae	Tennessee
Hymenophyllum tayloriae	Hymenophyllum tayloriae	Taylor's Filmy Fern	Plant	Plants	Plantae	Tennessee
Hypericum adpressum	Hypericum adpressum	Creeping St. John's-wort	Plant	Plants	Plantae	Tennessee
Hypericum ellipticum	Hypericum ellipticum	Pale St. John's-wort	Plant	Plants	Plantae	Tennessee
Hypericum graveolens	Hypericum graveolens	Mountain St. John's-wort	Plant	Plants	Plantae	Tennessee
Hypericum mitchellianum	Hypericum mitchellianum	Blue Ridge St. John's-wort	Plant	Plants	Plantae	Tennessee
Iris brevicaulis	Iris brevicaulis	Lamance Iris	Plant	Plants	Plantae	Tennessee
Iris fulva	Iris fulva	Copper Iris	Plant	Plants	Plantae	Tennessee
Iris prismatica	Iris prismatica	Slender Blue Flag	Plant	Plants	Plantae	Tennessee
Isoetes lacustris	Isoetes lacustris	Lake Quillwort	Plant	Plants	Plantae	Tennessee
Isoetes melanopoda	Isoetes melanopoda	Blackfoot Quillwort	Plant	Plants	Plantae	Tennessee
Isoetes tennesseensis	Isoetes tennesseensis	Hiwassee Quillwort	Plant	Plants	Plantae	Tennessee
Isotria medeoloides	Isotria medeoloides	Small Whorled Pogonia	Plant	Plants	Plantae	Tennessee
Juglans cinerea	Juglans cinerea	Butternut	Plant	Plants	Plantae	Tennessee
Juncus brachycephalus	Juncus brachycephalus	Small-headed Rush	Plant	Plants	Plantae	Tennessee
Juncus gymnocarpus	Juncus gymnocarpus	Naked-fruited Rush	Plant	Plants	Plantae	Tennessee
Juncus trifidus	Juncus trifidus	Highland Rush	Plant	Plants	Plantae	Tennessee
Jungermannia fossombronioides	Jungermannia fossombronioides	(a liverwort)	Plant	Plants	Plantae	Tennessee
Jungermannia pyriflora	Jungermannia pyriflora	(a liverwort)	Plant	Plants	Plantae	Tennessee
Kalmia angustifolia var. carolina	Kalmia angustifolia var. carolina	Lambkill	Plant	Plants	Plantae	Tennessee
Krigia montana	Krigia montana	False Dandelion	Plant	Plants	Plantae	Tennessee
Lachnanthes caroliana	Lachnanthes caroliana	Carolina Redroot	Plant	Plants	Plantae	Tennessee
Lachnocaulon anceps	Lachnocaulon anceps	Bog Buttons	Plant	Plants	Plantae	Tennessee
Lathyrus palustris	Lathyrus palustris	Marsh Pea	Plant	Plants	Plantae	Tennessee
Leavenworthia exigua var. exigua	Leavenworthia exigua var. exigua	Glade-cress	Plant	Plants	Plantae	Tennessee
Leavenworthia exigua var. lutea	Leavenworthia exigua var. lutea	Pasture Glade-cress	Plant	Plants	Plantae	Tennessee
Lechea pulchella	Lechea pulchella	Leggett's Pinweed	Plant	Plants	Plantae	Tennessee
Lejeunea blomquistii	Lejeunea blomquistii	Blomquist Leafy Liverwort	Plant	Plants	Plantae	Tennessee
Lejeunea sharpii	Lejeunea sharpii	Sharp's Lejeunea	Plant	Plants	Plantae	Tennessee
Leptodontium viticulosoides var. sulphureum	Leptodontium viticulosoides var. sulphureum	Grandfather Mountain Leptodontium	Plant	Plants	Plantae	Tennessee
Leptohymenium sharpii	Leptohymenium sharpii	Mount Leconte Moss	Plant	Plants	Plantae	Tennessee
Leptoscyphus cuneifolius	Leptoscyphus cuneifolius	(a liverwort)	Plant	Plants	Plantae	Tennessee
Lespedeza angustifolia	Lespedeza angustifolia	Narrowleaf Bushclover	Plant	Plants	Plantae	Tennessee
Lesquerella densipila	Lesquerella densipila	Duck River Bladderpod	Plant	Plants	Plantae	Tennessee
Lesquerella globosa	Lesquerella globosa	Short's Bladderpod	Plant	Plants	Plantae	Tennessee
Lesquerella perforata	Lesquerella perforata	Spring Creek Bladderpod	Plant	Plants	Plantae	Tennessee
Lesquerella stonensis	Lesquerella stonensis	Stones River Bladderpod	Plant	Plants	Plantae	Tennessee
Leucothoe racemosa	Leucothoe racemosa	Fetterbush	Plant	Plants	Plantae	Tennessee
Liatris cylindracea	Liatris cylindracea	Slender Blazing-star	Plant	Plants	Plantae	Tennessee
Liatris pilosa	Liatris pilosa	Shaggy Blazing Star	Plant	Plants	Plantae	Tennessee
Lilium canadense	Lilium canadense	Canada Lily	Plant	Plants	Plantae	Tennessee
Lilium grayi	Lilium grayi	Gray's Lily	Plant	Plants	Plantae	Tennessee
Lilium michiganense	Lilium michiganense	Michigan Lily	Plant	Plants	Plantae	Tennessee
Lilium philadelphicum	Lilium philadelphicum	Wood Lily	Plant	Plants	Plantae	Tennessee
Linnaea borealis	Linnaea borealis	Twinflower	Plant	Plants	Plantae	Tennessee
Liparis loeselii	Liparis loeselii	Loesel's Twayblade	Plant	Plants	Plantae	Tennessee
Listera australis	Listera australis	Southern Twayblade	Plant	Plants	Plantae	Tennessee
Listera smallii	Listera smallii	Kidneyleaf Twayblade	Plant	Plants	Plantae	Tennessee
Lobelia amoena	Lobelia amoena	Southern Lobelia	Plant	Plants	Plantae	Tennessee
Lobelia canbyi	Lobelia canbyi	Canby's Lobelia	Plant	Plants	Plantae	Tennessee
Lonicera canadensis	Lonicera canadensis	American Fly-honeysuckle	Plant	Plants	Plantae	Tennessee
Lonicera dioica	Lonicera dioica	Mountain Honeysuckle	Plant	Plants	Plantae	Tennessee
Lonicera flava	Lonicera flava	Yellow Honeysuckle	Plant	Plants	Plantae	Tennessee
Lonicera prolifera	Lonicera prolifera	Grape Honeysuckle	Plant	Plants	Plantae	Tennessee
Lophocolea appalachiana	Lophocolea appalachiana	(a liverwort)	Plant	Plants	Plantae	Tennessee
Lophocolea muricata	Lophocolea muricata	(a liverwort)	Plant	Plants	Plantae	Tennessee
Ludwigia sphaerocarpa	Ludwigia sphaerocarpa	Globe-fruited False-loosestrife	Plant	Plants	Plantae	Tennessee
Lycopodiella alopecuroides	Lycopodiella alopecuroides	Foxtail Clubmoss	Plant	Plants	Plantae	Tennessee
Lycopodium annotinum	Lycopodium annotinum	Stiff Clubmoss	Plant	Plants	Plantae	Tennessee
Lycopodium dendroideum	Lycopodium dendroideum	Treelike Clubmoss	Plant	Plants	Plantae	Tennessee
Lysimachia fraseri	Lysimachia fraseri	Fraser's Loosestrife	Plant	Plants	Plantae	Tennessee
Lysimachia quadriflora	Lysimachia quadriflora	Four-flowered Loosestrife	Plant	Plants	Plantae	Tennessee
Lysimachia terrestris	Lysimachia terrestris	Swamp Loosestrife	Plant	Plants	Plantae	Tennessee
Lysimachia x producta	Lysimachia x producta	Loosestrife	Plant	Plants	Plantae	Tennessee
Magnolia virginiana	Magnolia virginiana	Sweetbay Magnolia	Plant	Plants	Plantae	Tennessee
Maianthemum stellatum	Maianthemum stellatum	Starflower False Solomon's-seal	Plant	Plants	Plantae	Tennessee
Mannia triandra	Mannia triandra	(a liverwort)	Plant	Plants	Plantae	Tennessee
Marshallia grandiflora	Marshallia grandiflora	Large-flowered Barbara's Buttons	Plant	Plants	Plantae	Tennessee
Marshallia obovata	Marshallia obovata	Piedmont Barbara's Buttons	Plant	Plants	Plantae	Tennessee
