scientific_name_edited	Scientific Name	Common Name	provided_taxonomy_group	derived_kingdom_group	Kingdom	State
Symphyotrichum depauperatum	Symphyotrichum depauperatum	Serpentine Aster	Vascular Plants	Plants	Plantae	North Carolina
Symphyotrichum georgianum	Symphyotrichum georgianum	Georgia Aster	Vascular Plants	Plants	Plantae	North Carolina
Symphyotrichum oblongifolium	Symphyotrichum oblongifolium	Eastern Aromatic Aster	Vascular Plants	Plants	Plantae	North Carolina
Symphyotrichum rhiannon	Symphyotrichum rhiannon	Buck Creek Aster	Vascular Plants	Plants	Plantae	North Carolina
Synandra hispidula	Synandra hispidula	Synandra	Vascular Plants	Plants	Plantae	North Carolina
Taxus canadensis	Taxus canadensis	Canada Yew	Vascular Plants	Plants	Plantae	North Carolina
Thalictrum cooleyi	Thalictrum cooleyi	Cooley's Meadowrue	Vascular Plants	Plants	Plantae	North Carolina
Thalictrum macrostylum	Thalictrum macrostylum	Small-leaved Meadowrue	Vascular Plants	Plants	Plantae	North Carolina
Thaspium pinnatifidum	Thaspium pinnatifidum	Mountain Thaspium	Vascular Plants	Plants	Plantae	North Carolina
Thermopsis fraxinifolia	Thermopsis fraxinifolia	Ash-leaved Golden-banner	Vascular Plants	Plants	Plantae	North Carolina
Tiedemannia canbyi (Oxypolis canbyi)	Tiedemannia canbyi (Oxypolis canbyi)	Canby's Dropwort	Vascular Plants	Plants	Plantae	North Carolina
Triantha glutinosa	Triantha glutinosa	Sticky Bog Asphodel	Vascular Plants	Plants	Plantae	North Carolina
Trichostema brachiatum	Trichostema brachiatum	Glade Bluecurls	Vascular Plants	Plants	Plantae	North Carolina
Trichostema nesophilum	Trichostema nesophilum	Dune Bluecurls	Vascular Plants	Plants	Plantae	North Carolina
Tridens ambiguus	Tridens ambiguus	Pineland Triodia	Vascular Plants	Plants	Plantae	North Carolina
Tridens chapmanii	Tridens chapmanii	Chapman's Redtop, Chapman's Triodia	Vascular Plants	Plants	Plantae	North Carolina
Tridens strictus	Tridens strictus	Spike Triodia	Vascular Plants	Plants	Plantae	North Carolina
Trifolium carolinianum	Trifolium carolinianum	Carolina Clover	Vascular Plants	Plants	Plantae	North Carolina
Trifolium reflexum	Trifolium reflexum	Buffalo Clover	Vascular Plants	Plants	Plantae	North Carolina
Trillium discolor	Trillium discolor	Mottled Trillium, Pale Yellow Trillium	Vascular Plants	Plants	Plantae	North Carolina
Trillium flexipes	Trillium flexipes	Bent White Trillium	Vascular Plants	Plants	Plantae	North Carolina
Trillium pusillum var. ozarkanum	Trillium pusillum var. ozarkanum	Ozark Least Trillium	Vascular Plants	Plants	Plantae	North Carolina
Trillium pusillum var. pusillum	Trillium pusillum var. pusillum	Carolina Least Trillium	Vascular Plants	Plants	Plantae	North Carolina
Trillium pusillum var. virginianum	Trillium pusillum var. virginianum	Virginia Least Trillium	Vascular Plants	Plants	Plantae	North Carolina
Trillium recurvatum	Trillium recurvatum	Prairie Trillium, Recurved Trillium	Vascular Plants	Plants	Plantae	North Carolina
Trillium sessile	Trillium sessile	Sessile-flowered Trillium	Vascular Plants	Plants	Plantae	North Carolina
Trillium simile	Trillium simile	Sweet White Trillium	Vascular Plants	Plants	Plantae	North Carolina
Turritis glabra	Turritis glabra	Tower Mustard	Vascular Plants	Plants	Plantae	North Carolina
Urtica chamaedryoides	Urtica chamaedryoides	Dwarf Stinging Nettle	Vascular Plants	Plants	Plantae	North Carolina
Utricularia cornuta	Utricularia cornuta	Horned Bladderwort	Vascular Plants	Plants	Plantae	North Carolina
Utricularia geminiscapa	Utricularia geminiscapa	Two-flowered Bladderwort	Vascular Plants	Plants	Plantae	North Carolina
Utricularia minor	Utricularia minor	Small Bladderwort	Vascular Plants	Plants	Plantae	North Carolina
Utricularia olivacea	Utricularia olivacea	Dwarf Bladderwort	Vascular Plants	Plants	Plantae	North Carolina
Utricularia resupinata	Utricularia resupinata	Northeastern Bladderwort	Vascular Plants	Plants	Plantae	North Carolina
Vaccinium macrocarpon	Vaccinium macrocarpon	Cranberry	Vascular Plants	Plants	Plantae	North Carolina
Vandenboschia boschiana	Vandenboschia boschiana	Appalachian Filmy-fern, Appalachian Bristle Fern	Vascular Plants	Plants	Plantae	North Carolina
Veronica americana	Veronica americana	American Speedwell	Vascular Plants	Plants	Plantae	North Carolina
Waldsteinia lobata	Waldsteinia lobata	Lobed Barren-strawberry	Vascular Plants	Plants	Plantae	North Carolina
Warea cuneifolia	Warea cuneifolia	Carolina Pineland-cress	Vascular Plants	Plants	Plantae	North Carolina
Woodsia ilvensis	Woodsia ilvensis	Rusty Cliff Fern	Vascular Plants	Plants	Plantae	North Carolina
Xyris floridana	Xyris floridana	Florida Yellow-eyed-grass	Vascular Plants	Plants	Plantae	North Carolina
Xyris scabrifolia	Xyris scabrifolia	Harper's Yellow-eyed-grass, Roughleaf Yellow-eyed-grass	Vascular Plants	Plants	Plantae	North Carolina
Xyris serotina	Xyris serotina	Acid-swamp Yellow-eyed-grass	Vascular Plants	Plants	Plantae	North Carolina
Xyris stricta	Xyris stricta	Pineland Yellow-eyed-grass	Vascular Plants	Plants	Plantae	North Carolina
Zephyranthes simpsonii	Zephyranthes simpsonii	Rain Lily, Florida Atamasco-lily	Vascular Plants	Plants	Plantae	North Carolina
