scientific_name_edited	Scientific Name	Common Name	provided_taxonomy_group	derived_kingdom_group	Kingdom	State
Gentiana latidens	Gentiana latidens	Balsalm Mountain Gentian	Vascular Plants	Plants	Plantae	North Carolina
Gentianopsis crinita	Gentianopsis crinita	Fringed Gentian	Vascular Plants	Plants	Plantae	North Carolina
Geum aleppicum	Geum aleppicum	Yellow Avens	Vascular Plants	Plants	Plantae	North Carolina
Geum geniculatum	Geum geniculatum	Bent Avens	Vascular Plants	Plants	Plantae	North Carolina
Geum laciniatum	Geum laciniatum	Rough Avens	Vascular Plants	Plants	Plantae	North Carolina
Geum radiatum	Geum radiatum	Spreading Avens	Vascular Plants	Plants	Plantae	North Carolina
Gillenia stipulata	Gillenia stipulata	Indian Physic	Vascular Plants	Plants	Plantae	North Carolina
Glyceria laxa	Glyceria laxa	Lax Mannagrass	Vascular Plants	Plants	Plantae	North Carolina
Gratiola lutea	Gratiola lutea	Golden Hedge-hyssop	Vascular Plants	Plants	Plantae	North Carolina
Gymnocarpium appalachianum	Gymnocarpium appalachianum	Appalachian Oak Fern	Vascular Plants	Plants	Plantae	North Carolina
Ptilimnium nodosum	Harperella nodosa (Ptilimnium nodosum)	Harperella	Vascular Plants	Plants	Plantae	North Carolina
Helanthium tenellum	Helanthium tenellum	Dwarf Burhead	Vascular Plants	Plants	Plantae	North Carolina
Helenium brevifolium	Helenium brevifolium	Littleleaf Sneezeweed	Vascular Plants	Plants	Plantae	North Carolina
Helenium vernale	Helenium vernale	Spring Sneezeweed	Vascular Plants	Plants	Plantae	North Carolina
Helianthus floridanus	Helianthus floridanus	Florida Sunflower	Vascular Plants	Plants	Plantae	North Carolina
Helianthus laevigatus	Helianthus laevigatus	Smooth Sunflower	Vascular Plants	Plants	Plantae	North Carolina
Helianthus occidentalis ssp. occidentalis	Helianthus occidentalis ssp. occidentalis	Naked-stem Sunflower	Vascular Plants	Plants	Plantae	North Carolina
Helianthus schweinitzii	Helianthus schweinitzii	Schweinitz's Sunflower	Vascular Plants	Plants	Plantae	North Carolina
Helonias bullata	Helonias bullata	Swamp-pink	Vascular Plants	Plants	Plantae	North Carolina
Hexastylis contracta	Hexastylis contracta	Southern Heartleaf	Vascular Plants	Plants	Plantae	North Carolina
Hexastylis naniflora	Hexastylis naniflora	Dwarf-flower Heartleaf	Vascular Plants	Plants	Plantae	North Carolina
Hibiscus aculeatus	Hibiscus aculeatus	Comfortroot	Vascular Plants	Plants	Plantae	North Carolina
Hottonia inflata	Hottonia inflata	Featherfoil	Vascular Plants	Plants	Plantae	North Carolina
Houstonia montana	Houstonia montana	Roan Mountain Bluet	Vascular Plants	Plants	Plantae	North Carolina
Hudsonia montana	Hudsonia montana	Mountain Golden-heather	Vascular Plants	Plants	Plantae	North Carolina
Hudsonia tomentosa	Hudsonia tomentosa	Sand-heather	Vascular Plants	Plants	Plantae	North Carolina
Hydrastis canadensis	Hydrastis canadensis	Goldenseal	Vascular Plants	Plants	Plantae	North Carolina
Hymenocallis occidentalis var. occidentalis	Hymenocallis occidentalis var. occidentalis	Hillside Spiderlily, Woodland Spiderlily	Vascular Plants	Plants	Plantae	North Carolina
Hymenocallis pygmaea	Hymenocallis pygmaea	Waccamaw River Spiderlily	Vascular Plants	Plants	Plantae	North Carolina
Hypericum adpressum	Hypericum adpressum	Bog St. John's-wort	Vascular Plants	Plants	Plantae	North Carolina
Hypericum brachyphyllum	Hypericum brachyphyllum	Coastal Plain St. John's-wort	Vascular Plants	Plants	Plantae	North Carolina
Hypericum fasciculatum	Hypericum fasciculatum	Peelbark St. John's-wort	Vascular Plants	Plants	Plantae	North Carolina
Hypericum radfordiorum	Hypericum radfordiorum	Radford"s St. John's-word	Vascular Plants	Plants	Plantae	North Carolina
Hypericum suffruticosum	Hypericum suffruticosum	Pineland St. John's-wort	Vascular Plants	Plants	Plantae	North Carolina
Ilex collina	Ilex collina	Long-stalked Holly	Vascular Plants	Plants	Plantae	North Carolina
Ipomoea imperati	Ipomoea imperati	Beach Morning-glory	Vascular Plants	Plants	Plantae	North Carolina
Ipomoea macrorhiza	Ipomoea macrorhiza	Manroot	Vascular Plants	Plants	Plantae	North Carolina
Isoetes microvela	Isoetes microvela	Thin-wall Quillwort	Vascular Plants	Plants	Plantae	North Carolina
Isoetes piedmontana	Isoetes piedmontana	Piedmont Quillwort	Vascular Plants	Plants	Plantae	North Carolina
Isotria medeoloides	Isotria medeoloides	Small Whorled Pogonia	Vascular Plants	Plants	Plantae	North Carolina
Iva microcephala	Iva microcephala	Small-headed Marsh Elder	Vascular Plants	Plants	Plantae	North Carolina
Jeffersonia diphylla	Jeffersonia diphylla	Twinleaf	Vascular Plants	Plants	Plantae	North Carolina
Juncus articulatus	Juncus articulatus	Jointleafed Rush	Vascular Plants	Plants	Plantae	North Carolina
Juncus caesariensis	Juncus caesariensis	New Jersey Rush	Vascular Plants	Plants	Plantae	North Carolina
Juniperus communis var. depressa	Juniperus communis var. depressa	Dwarf Juniper	Vascular Plants	Plants	Plantae	North Carolina
Kalmia angustifolia	Kalmia angustifolia	Sheep-laurel	Vascular Plants	Plants	Plantae	North Carolina
Koeleria spicata (Koeleria spicata ssp. spicata)	Koeleria spicata (Koeleria spicata ssp. spicata)	Soft Trisetum, Spike Trisetum	Vascular Plants	Plants	Plantae	North Carolina
Lachnocaulon minus	Lachnocaulon minus	Brown Bogbutton	Vascular Plants	Plants	Plantae	North Carolina
Lechea maritima var. virginica	Lechea maritima var. virginica	Maritime Pinweed	Vascular Plants	Plants	Plantae	North Carolina
Lechea torreyi var. congesta	Lechea torreyi var. congesta	Torrey's Pinweed	Vascular Plants	Plants	Plantae	North Carolina
Liatris aspera	Liatris aspera	Rough Blazing-star	Vascular Plants	Plants	Plantae	North Carolina
Liatris helleri	Liatris helleri	Heller's Blazing-star	Vascular Plants	Plants	Plantae	North Carolina
Liatris microcephala	Liatris microcephala	Small-head Blazing-star	Vascular Plants	Plants	Plantae	North Carolina
Lilium canadense	Lilium canadense	Canada Lily	Vascular Plants	Plants	Plantae	North Carolina
Lilium grayi	Lilium grayi	Gray's Lily	Vascular Plants	Plants	Plantae	North Carolina
Lilium philadelphicum var. philadelphicum	Lilium philadelphicum var. philadelphicum	Wood Lily	Vascular Plants	Plants	Plantae	North Carolina
Lilium pyrophilum	Lilium pyrophilum	Sandhills Lily	Vascular Plants	Plants	Plantae	North Carolina
Limosella australis	Limosella australis	Awl-leaf Mudwort	Vascular Plants	Plants	Plantae	North Carolina
Lindera melissifolia	Lindera melissifolia	Pondberry	Vascular Plants	Plants	Plantae	North Carolina
Lindera subcoriacea	Lindera subcoriacea	Bog Spicebush	Vascular Plants	Plants	Plantae	North Carolina
Linum floridanum var. chrysocarpum	Linum floridanum var. chrysocarpum	Yellow-fruited Flax	Vascular Plants	Plants	Plantae	North Carolina
Linum sulcatum	Linum sulcatum	Glade Flax	Vascular Plants	Plants	Plantae	North Carolina
Liparis loeselii	Liparis loeselii	Fen Orchid	Vascular Plants	Plants	Plantae	North Carolina
Lithospermum canescens	Lithospermum canescens	Hoary Puccoon	Vascular Plants	Plants	Plantae	North Carolina
Litsea aestivalis	Litsea aestivalis	Pondspice	Vascular Plants	Plants	Plantae	North Carolina
Lobelia boykinii	Lobelia boykinii	Boykin's Lobelia	Vascular Plants	Plants	Plantae	North Carolina
Lophiola aurea	Lophiola aurea	Golden-crest	Vascular Plants	Plants	Plantae	North Carolina
Ludwigia lanceolata	Ludwigia lanceolata	Lanceleaf Seedbox	Vascular Plants	Plants	Plantae	North Carolina
Ludwigia linifolia	Ludwigia linifolia	Flaxleaf  Seedbox	Vascular Plants	Plants	Plantae	North Carolina
Ludwigia ravenii	Ludwigia ravenii	Raven's Seedbox	Vascular Plants	Plants	Plantae	North Carolina
Ludwigia sphaerocarpa	Ludwigia sphaerocarpa	Globe-fruit Seedbox	Vascular Plants	Plants	Plantae	North Carolina
Ludwigia suffruticosa	Ludwigia suffruticosa	Shrubby Seedbox	Vascular Plants	Plants	Plantae	North Carolina
Lupinus villosus	Lupinus villosus	Lady Lupine, Pink Sandhill Lupine	Vascular Plants	Plants	Plantae	North Carolina
Lycopodiella inundata	Lycopodiella inundata	Bog Clubmoss	Vascular Plants	Plants	Plantae	North Carolina
Lysimachia asperulifolia	Lysimachia asperulifolia	Rough-leaf Loosestrife	Vascular Plants	Plants	Plantae	North Carolina
Trientalis borealis	Trientalis borealis	Northern Starflower	Vascular Plants	Plants	Plantae	North Carolina
Lysimachia fraseri	Lysimachia fraseri	Fraser's Loosestrife	Vascular Plants	Plants	Plantae	North Carolina
Macbridea caroliniana	Macbridea caroliniana	Carolina Birds-in-a-nest, Carolina Bogmint	Vascular Plants	Plants	Plantae	North Carolina
Magnolia macrophylla	Magnolia macrophylla	Bigleaf Magnolia	Vascular Plants	Plants	Plantae	North Carolina
Malaxis spicata	Malaxis spicata	Florida Adder's-mouth	Vascular Plants	Plants	Plantae	North Carolina
Marshallia grandiflora	Marshallia grandiflora	Large-flowered Barbara's-buttons	Vascular Plants	Plants	Plantae	North Carolina
Marshallia legrandii	Marshallia legrandii	Oak Barrens Barbara's-buttons	Vascular Plants	Plants	Plantae	North Carolina
Marshallia trinervia	Marshallia trinervia	Broadleaf Barbara's-buttons	Vascular Plants	Plants	Plantae	North Carolina
Melanthium woodii	Melanthium woodii	Ozark Bunchflower	Vascular Plants	Plants	Plantae	North Carolina
Melica nitens	Melica nitens	Three-flowered Melic	Vascular Plants	Plants	Plantae	North Carolina
Menyanthes trifoliata	Menyanthes trifoliata	Buckbean	Vascular Plants	Plants	Plantae	North Carolina
Micranthes pensylvanica	Micranthes pensylvanica	Swamp Saxifrage	Vascular Plants	Plants	Plantae	North Carolina
Mnesithea cylindrica	Mnesithea cylindrica	Carolina Jointgrass	Vascular Plants	Plants	Plantae	North Carolina
Mononeuria groenlandica	Mononeuria groenlandica	Greenland Sandwort	Vascular Plants	Plants	Plantae	North Carolina
Mononeuria paludicola	Mononeuria paludicola	Godfrey's Sandwort	Vascular Plants	Plants	Plantae	North Carolina
Mononeuria uniflora	Mononeuria uniflora	Single-flowered Sandwort	Vascular Plants	Plants	Plantae	North Carolina
Moranopteris nimbata	Moranopteris nimbata	West Indian Dwarf Polypody	Vascular Plants	Plants	Plantae	North Carolina
Muhlenbergia glomerata	Muhlenbergia glomerata	Spiked Muhly	Vascular Plants	Plants	Plantae	North Carolina
Muhlenbergia sobolifera	Muhlenbergia sobolifera	Rock Muhly	Vascular Plants	Plants	Plantae	North Carolina
Muhlenbergia torreyana	Muhlenbergia torreyana	Pinebarren Smokegrass	Vascular Plants	Plants	Plantae	North Carolina
Myrica gale	Myrica gale	Sweet Gale	Vascular Plants	Plants	Plantae	North Carolina
Myriophyllum laxum	Myriophyllum laxum	Loose Water-milfoil	Vascular Plants	Plants	Plantae	North Carolina
Myriophyllum tenellum	Myriophyllum tenellum	Leafless Water-milfoil	Vascular Plants	Plants	Plantae	North Carolina
Nabalus albus	Nabalus albus	Northern Rattlesnake-root, White Rattlesnakeroot	Vascular Plants	Plants	Plantae	North Carolina
Narthecium montanum	Narthecium montanum	Appalachian Yellow Asphodel	Vascular Plants	Plants	Plantae	North Carolina
Oenothera perennis	Oenothera perennis	Perennial Sundrops	Vascular Plants	Plants	Plantae	North Carolina
Oldenlandia boscii	Oldenlandia boscii	Bosc's Bluet	Vascular Plants	Plants	Plantae	North Carolina
Oligoneuron album	Oligoneuron album	Prairie Goldenrod, White Prairie-goldenrod	Vascular Plants	Plants	Plantae	North Carolina
Oligoneuron jacksonii	Oligoneuron jacksonii	Southeastern Bold Goldenrod	Vascular Plants	Plants	Plantae	North Carolina
Oligoneuron rigidum	Oligoneuron rigidum	Midwestern Bold Goldenrod, Prairie Bold Goldenrod	Vascular Plants	Plants	Plantae	North Carolina
Orbexilum macrophyllum	Orbexilum macrophyllum	Bigleaf Scurfpea	Vascular Plants	Plants	Plantae	North Carolina
Orbexilum onobrychis	Orbexilum onobrychis	Lanceleaf Scurfpea	Vascular Plants	Plants	Plantae	North Carolina
Orbexilum pedunculatum	Orbexilum pedunculatum	Western Sampson's Snakeroot	Vascular Plants	Plants	Plantae	North Carolina
Oreojuncus trifidus	Oreojuncus trifidus	Highland Rush	Vascular Plants	Plants	Plantae	North Carolina
Orthochilus ecristatus	Orthochilus ecristatus	Spiked Medusa	Vascular Plants	Plants	Plantae	North Carolina
Pachysandra procumbens	Pachysandra procumbens	Allegheny Spurge	Vascular Plants	Plants	Plantae	North Carolina
Packera crawfordii	Packera crawfordii	Bog Ragwort, Crawford's Ragwort	Vascular Plants	Plants	Plantae	North Carolina
Packera millefolium	Packera millefolium	Blue Ridge Ragwort	Vascular Plants	Plants	Plantae	North Carolina
Packera paupercula var. appalachiana	Packera paupercula var. appalachiana	Appalachian Ragwort	Vascular Plants	Plants	Plantae	North Carolina
Packera paupercula var. paupercula	Packera paupercula var. paupercula	Balsam Ragwort	Vascular Plants	Plants	Plantae	North Carolina
Packera schweinitziana	Packera schweinitziana	New England Ragwort	Vascular Plants	Plants	Plantae	North Carolina
Packera serpenticola	Packera serpenticola	Buck Creek Ragwort	Vascular Plants	Plants	Plantae	North Carolina
Palustricodon aparinoides var. aparinoides	Palustricodon aparinoides var. aparinoides	Marsh Bellflower	Vascular Plants	Plants	Plantae	North Carolina
Panicum flexile	Panicum flexile	Wiry Panic Grass	Vascular Plants	Plants	Plantae	North Carolina
Parnassia caroliniana	Parnassia caroliniana	Carolina Grass-of-Parnassus	Vascular Plants	Plants	Plantae	North Carolina
Parnassia grandifolia	Parnassia grandifolia	Bigleaf Grass-of-Parnassus	Vascular Plants	Plants	Plantae	North Carolina
Paronychia herniarioides	Paronychia herniarioides	Michaux's Whitlow-wort	Vascular Plants	Plants	Plantae	North Carolina
Paspalum dissectum	Paspalum dissectum	Mudbank Crown Grass	Vascular Plants	Plants	Plantae	North Carolina
Pedicularis lanceolata	Pedicularis lanceolata	Swamp Lousewort	Vascular Plants	Plants	Plantae	North Carolina
Pellaea wrightiana	Pellaea wrightiana	Wright's Cliffbrake	Vascular Plants	Plants	Plantae	North Carolina
Persicaria hirsuta	Persicaria hirsuta	Hairy Smartweed	Vascular Plants	Plants	Plantae	North Carolina
Phacelia maculata	Phacelia maculata	Flatrock Phacelia	Vascular Plants	Plants	Plantae	North Carolina
Phegopteris connectilis	Phegopteris connectilis	Northern Beech Fern	Vascular Plants	Plants	Plantae	North Carolina
Phemeranthus piedmontanus	Phemeranthus piedmontanus	Piedmont Rock-pink	Vascular Plants	Plants	Plantae	North Carolina
Pinguicula lutea	Pinguicula lutea	Yellow Butterwort	Vascular Plants	Plants	Plantae	North Carolina
Pinguicula pumila	Pinguicula pumila	Small Butterwort	Vascular Plants	Plants	Plantae	North Carolina
Pityopsis graminifolia	Pityopsis graminifolia	A Silkgrass	Vascular Plants	Plants	Plantae	North Carolina
Plantago cordata	Plantago cordata	Heart-leaf Plantain	Vascular Plants	Plants	Plantae	North Carolina
Plantago sparsiflora	Plantago sparsiflora	Pineland Plantain	Vascular Plants	Plants	Plantae	North Carolina
Platanthera herbiola	Platanthera herbiola	Northern Rein Orchid, Tubercled Rein Orchid	Vascular Plants	Plants	Plantae	North Carolina
Platanthera integra	Platanthera integra	Yellow Fringeless Orchid	Vascular Plants	Plants	Plantae	North Carolina
Platanthera integrilabia	Platanthera integrilabia	White Fringeless Orchid	Vascular Plants	Plants	Plantae	North Carolina
Platanthera nivea	Platanthera nivea	Snowy Orchid	Vascular Plants	Plants	Plantae	North Carolina
Platanthera peramoena	Platanthera peramoena	Purple Fringeless Orchid	Vascular Plants	Plants	Plantae	North Carolina
Platanthera shriveri	Platanthera shriveri	Shriver's Purple Fringed Orchid	Vascular Plants	Plants	Plantae	North Carolina
Poa saltuensis	Poa saltuensis	Old-pasture Bluegrass	Vascular Plants	Plants	Plantae	North Carolina
Polemonium reptans var. reptans	Polemonium reptans var. reptans	Spreading Jacob's Ladder	Vascular Plants	Plants	Plantae	North Carolina
Polygala hookeri	Polygala hookeri	Hooker's Milkwort	Vascular Plants	Plants	Plantae	North Carolina
Polygala senega	Polygala senega	Seneca Snakeroot	Vascular Plants	Plants	Plantae	North Carolina
Polygonella articulata	Polygonella articulata	Coast Jointweed, Northern Wireweed	Vascular Plants	Plants	Plantae	North Carolina
Polygonum glaucum	Polygonum glaucum	Seabeach Knotweed	Vascular Plants	Plants	Plantae	North Carolina
Ponthieva racemosa	Ponthieva racemosa	Shadow-witch	Vascular Plants	Plants	Plantae	North Carolina
Portulaca smallii	Portulaca smallii	Small's Portulaca	Vascular Plants	Plants	Plantae	North Carolina
Potamogeton illinoensis	Potamogeton illinoensis	Illinois Pondweed	Vascular Plants	Plants	Plantae	North Carolina
Primula meadia	Primula meadia	Eastern Shooting-star	Vascular Plants	Plants	Plantae	North Carolina
Pseudognaphalium helleri	Pseudognaphalium helleri	Heller's Rabbit-tobacco	Vascular Plants	Plants	Plantae	North Carolina
Ptilimnium costatum	Ptilimnium costatum	Big Bishopweed	Vascular Plants	Plants	Plantae	North Carolina
Pyrola elliptica	Pyrola elliptica	Elliptic Shinleaf	Vascular Plants	Plants	Plantae	North Carolina
Pyxidanthera brevifolia	Pyxidanthera brevifolia	Sandhills Pyxie-moss	Vascular Plants	Plants	Plantae	North Carolina
Quercus elliottii	Quercus elliottii	Running Oak	Vascular Plants	Plants	Plantae	North Carolina
Quercus ilicifolia	Quercus ilicifolia	Bear Oak	Vascular Plants	Plants	Plantae	North Carolina
Quercus minima	Quercus minima	Dwarf Live Oak	Vascular Plants	Plants	Plantae	North Carolina
Quercus prinoides	Quercus prinoides	Dwarf Chinquapin Oak	Vascular Plants	Plants	Plantae	North Carolina
Ranunculus ambigens	Ranunculus ambigens	Water-plantain Spearwort	Vascular Plants	Plants	Plantae	North Carolina
Ranunculus hederaceus	Ranunculus hederaceus	Ivy Buttercup, Ivy-leaved Water Crowfoot	Vascular Plants	Plants	Plantae	North Carolina
Rhexia aristosa	Rhexia aristosa	Awned Meadow-beauty	Vascular Plants	Plants	Plantae	North Carolina
Rhodiola rosea	Rhodiola rosea	Roseroot	Vascular Plants	Plants	Plantae	North Carolina
Rhododendron prinophyllum	Rhododendron prinophyllum	Election Pink	Vascular Plants	Plants	Plantae	North Carolina
Rhus michauxii	Rhus michauxii	Michaux's Sumac	Vascular Plants	Plants	Plantae	North Carolina
Rhynchospora crinipes	Rhynchospora crinipes	Alabama Beaksedge	Vascular Plants	Plants	Plantae	North Carolina
Rhynchospora decurrens	Rhynchospora decurrens	Swamp Forest Beaksedge	Vascular Plants	Plants	Plantae	North Carolina
Rhynchospora harperi	Rhynchospora harperi	Harper's Beaksedge	Vascular Plants	Plants	Plantae	North Carolina
Rhynchospora macra	Rhynchospora macra	Southern White Beaksedge	Vascular Plants	Plants	Plantae	North Carolina
Rhynchospora microcarpa	Rhynchospora microcarpa	Southern Beakssedge	Vascular Plants	Plants	Plantae	North Carolina
Rhynchospora odorata	Rhynchospora odorata	Fragrant Beaksedge	Vascular Plants	Plants	Plantae	North Carolina
Rhynchospora pleiantha	Rhynchospora pleiantha	Coastal Beaksedge	Vascular Plants	Plants	Plantae	North Carolina
Rhynchospora thornei	Rhynchospora thornei	Thorne's Beaksedge	Vascular Plants	Plants	Plantae	North Carolina
Rhynchospora tracyi	Rhynchospora tracyi	Tracy's Beaksedge	Vascular Plants	Plants	Plantae	North Carolina
Rubus strigosus	Rubus strigosus	American Red Raspberry	Vascular Plants	Plants	Plantae	North Carolina
Rudbeckia heliopsidis	Rudbeckia heliopsidis	Sun-facing Coneflower	Vascular Plants	Plants	Plantae	North Carolina
Ruellia ciliosa	Ruellia ciliosa	Sandhills Wild-petunia	Vascular Plants	Plants	Plantae	North Carolina
Ruellia humilis	Ruellia humilis	Low Wild-petunia	Vascular Plants	Plants	Plantae	North Carolina
Ruellia purshiana	Ruellia purshiana	Pursh's Wild-petunia	Vascular Plants	Plants	Plantae	North Carolina
Ruellia strepens	Ruellia strepens	Limestone Wild Petunia	Vascular Plants	Plants	Plantae	North Carolina
Sabal palmetto	Sabal palmetto	Cabbage Palmetto	Vascular Plants	Plants	Plantae	North Carolina
Sabatia kennedyana	Sabatia kennedyana	Plymouth Gentian	Vascular Plants	Plants	Plantae	North Carolina
Sageretia minutiflora	Sageretia minutiflora	Small-flowered Buckthorn	Vascular Plants	Plants	Plantae	North Carolina
Sagittaria chapmanii	Sagittaria chapmanii	Chapman's Arrowhead	Vascular Plants	Plants	Plantae	North Carolina
Sagittaria fasciculata	Sagittaria fasciculata	Bunched Arrowhead	Vascular Plants	Plants	Plantae	North Carolina
Sagittaria isoetiformis	Sagittaria isoetiformis	Quillwort Arrowhead	Vascular Plants	Plants	Plantae	North Carolina
Sagittaria macrocarpa	Sagittaria macrocarpa	Streamhead Arrowhead, Streamhead Sagittaria	Vascular Plants	Plants	Plantae	North Carolina
Sagittaria weatherbiana	Sagittaria weatherbiana	Grassleaf Arrowhead	Vascular Plants	Plants	Plantae	North Carolina
Sarracenia jonesii	Sarracenia jonesii	Mountain Sweet Pitcherplant	Vascular Plants	Plants	Plantae	North Carolina
Sarracenia minor var. minor	Sarracenia minor var. minor	Hooded Pitcherplant	Vascular Plants	Plants	Plantae	North Carolina
Sarracenia oreophila	Sarracenia oreophila	Green Pitcherplant	Vascular Plants	Plants	Plantae	North Carolina
Sarracenia purpurea var. montana	Sarracenia purpurea var. montana	Southern Appalachian Purple Pitcher Plant	Vascular Plants	Plants	Plantae	North Carolina
Sceptridium jenmanii	Sceptridium jenmanii	Alabama Grape-fern	Vascular Plants	Plants	Plantae	North Carolina
Schisandra glabra	Schisandra glabra	Magnolia Vine	Vascular Plants	Plants	Plantae	North Carolina
Schwalbea americana	Schwalbea americana	Chaffseed	Vascular Plants	Plants	Plantae	North Carolina
Scirpus flaccidifolius	Scirpus flaccidifolius	Reclining Bulrush	Vascular Plants	Plants	Plantae	North Carolina
Scirpus lineatus	Scirpus lineatus	Drooping Bulrush	Vascular Plants	Plants	Plantae	North Carolina
Scleria baldwinii	Scleria baldwinii	Baldwin's Nutrush	Vascular Plants	Plants	Plantae	North Carolina
Scleria bellii	Scleria bellii	Smooth-seeded Hairy Nutrush	Vascular Plants	Plants	Plantae	North Carolina
Scleria reticularis	Scleria reticularis	Netted Nutrush	Vascular Plants	Plants	Plantae	North Carolina
Sclerolepis uniflora	Sclerolepis uniflora	One-flower Hardscale, Sclerolepis	Vascular Plants	Plants	Plantae	North Carolina
Scutellaria australis	Scutellaria australis	Southern Skullcap	Vascular Plants	Plants	Plantae	North Carolina
Scutellaria galericulata	Scutellaria galericulata	Hooded Skullcap	Vascular Plants	Plants	Plantae	North Carolina
Scutellaria leonardii	Scutellaria leonardii	Shale-barren Skullcap	Vascular Plants	Plants	Plantae	North Carolina
Scutellaria nervosa	Scutellaria nervosa	Veined Skullcap	Vascular Plants	Plants	Plantae	North Carolina
Sedum pusillum	Sedum pusillum	Puck's Orpine	Vascular Plants	Plants	Plantae	North Carolina
Senecio suaveolens	Senecio suaveolens	Sweet Indian-plantain	Vascular Plants	Plants	Plantae	North Carolina
Sesuvium maritimum	Sesuvium maritimum	Slender Sea-purslane	Vascular Plants	Plants	Plantae	North Carolina
Sesuvium portulacastrum	Sesuvium portulacastrum	Shoreline Sea-purslane	Vascular Plants	Plants	Plantae	North Carolina
Seymeria pectinata ssp. pectinata	Seymeria pectinata ssp. pectinata	Comb Seymeria	Vascular Plants	Plants	Plantae	North Carolina
Shortia brevistyla	Shortia brevistyla	Northern Oconee Bells	Vascular Plants	Plants	Plantae	North Carolina
Shortia galacifolia	Shortia galacifolia	Southern Oconee Bells	Vascular Plants	Plants	Plantae	North Carolina
Sideroxylon tenax	Sideroxylon tenax	Tough Bumelia	Vascular Plants	Plants	Plantae	North Carolina
Silene ovata	Silene ovata	Mountain Catchfly	Vascular Plants	Plants	Plantae	North Carolina
Silphium connatum	Silphium connatum	Virginia Cup-plant	Vascular Plants	Plants	Plantae	North Carolina
Silphium perfoliatum	Silphium perfoliatum	Common Cup-plant	Vascular Plants	Plants	Plantae	North Carolina
Sisyrinchium dichotomum	Sisyrinchium dichotomum	White Irisette	Vascular Plants	Plants	Plantae	North Carolina
Solidago leavenworthii	Solidago leavenworthii	Leavenworth's Goldenrod	Vascular Plants	Plants	Plantae	North Carolina
Solidago plumosa	Solidago plumosa	Yadkin River Goldenrod	Vascular Plants	Plants	Plantae	North Carolina
Solidago radula	Solidago radula	Western Rough Goldenrod	Vascular Plants	Plants	Plantae	North Carolina
Solidago spithamaea	Solidago spithamaea	Blue Ridge Goldenrod	Vascular Plants	Plants	Plantae	North Carolina
Solidago tortifolia	Solidago tortifolia	Twisted-leaf Goldenrod	Vascular Plants	Plants	Plantae	North Carolina
Solidago verna	Solidago verna	Spring-flowering Goldenrod	Vascular Plants	Plants	Plantae	North Carolina
Solidago villosicarpa	Solidago villosicarpa	Carolina Maritime Goldenrod, Coastal Goldenrod	Vascular Plants	Plants	Plantae	North Carolina
Sparganium acaule	Sparganium acaule	Greenfruit Bur-reed	Vascular Plants	Plants	Plantae	North Carolina
Spartina pectinata	Spartina pectinata	Freshwater Cordgrass	Vascular Plants	Plants	Plantae	North Carolina
Spigelia marilandica	Spigelia marilandica	Pink-root	Vascular Plants	Plants	Plantae	North Carolina
Spiraea corymbosa	Spiraea corymbosa	Rock Spirea, Shinyleaf Meadowsweet	Vascular Plants	Plants	Plantae	North Carolina
Spiraea virginiana	Spiraea virginiana	Virginia Spiraea	Vascular Plants	Plants	Plantae	North Carolina
Spiranthes lacera var. lacera	Spiranthes lacera var. lacera	Northern Slender Ladies'-tresses	Vascular Plants	Plants	Plantae	North Carolina
Spiranthes laciniata	Spiranthes laciniata	Lace-lip Ladies'-tresses	Vascular Plants	Plants	Plantae	North Carolina
Spiranthes longilabris	Spiranthes longilabris	Giant-spiral Orchid	Vascular Plants	Plants	Plantae	North Carolina
Spiranthes lucida	Spiranthes lucida	Shining Ladies'-tresses	Vascular Plants	Plants	Plantae	North Carolina
Spiranthes ochroleuca	Spiranthes ochroleuca	Yellow Nodding Ladies'-tresses	Vascular Plants	Plants	Plantae	North Carolina
Sporobolus heterolepis	Sporobolus heterolepis	Prairie Dropseed	Vascular Plants	Plants	Plantae	North Carolina
Sporobolus teretifolius	Sporobolus teretifolius	Wireleaf Dropseed	Vascular Plants	Plants	Plantae	North Carolina
Sporobolus virginicus	Sporobolus virginicus	Saltmarsh Dropseed, Seashore Dropseed	Vascular Plants	Plants	Plantae	North Carolina
Stachys appalachiana	Stachys appalachiana	Appalachian Hedge-nettle	Vascular Plants	Plants	Plantae	North Carolina
Stachys eplingii	Stachys eplingii	Epling's Hedge-nettle	Vascular Plants	Plants	Plantae	North Carolina
Stachys matthewsii	Stachys matthewsii	Yadkin Hedge-nettle	Vascular Plants	Plants	Plantae	North Carolina
Stenanthium gramineum var. robustum	Stenanthium gramineum var. robustum	Bog Featherbells	Vascular Plants	Plants	Plantae	North Carolina
Stenanthium leimanthoides	Stenanthium leimanthoides	Pinebarrens Death-camas	Vascular Plants	Plants	Plantae	North Carolina
Stylisma aquatica	Stylisma aquatica	Water Dawnflower	Vascular Plants	Plants	Plantae	North Carolina
Stylisma pickeringii var. pickeringii	Stylisma pickeringii var. pickeringii	Pickering's Dawnflower	Vascular Plants	Plants	Plantae	North Carolina
Swida asperifolia	Swida asperifolia	Eastern Roughleaf Dogwood	Vascular Plants	Plants	Plantae	North Carolina
Swida racemosa	Swida racemosa	Gray Dogwood	Vascular Plants	Plants	Plantae	North Carolina
Symphyotrichum concinnum	Symphyotrichum concinnum	Narrow-leaved Smooth Aster	Vascular Plants	Plants	Plantae	North Carolina
