scientific_name_edited	Scientific Name	Common Name	provided_taxonomy_group	derived_kingdom_group	Kingdom	State
Laterallus jamaicensis	Laterallus jamaicensis	Black Rail	Birds	Animals	Animalia	Georgia
Limnothlypis swainsonii	Limnothlypis swainsonii	Swainson's Warbler	Birds	Animals	Animalia	Georgia
Mycteria americana	Mycteria americana	Wood Stork	Birds	Animals	Animalia	Georgia
Numenius phaeopus	Numenius phaeopus	Whimbrel	Birds	Animals	Animalia	Georgia
Passerina ciris	Passerina ciris	Painted Bunting	Birds	Animals	Animalia	Georgia
Peucaea aestivalis	Peucaea aestivalis	Bachman's Sparrow	Birds	Animals	Animalia	Georgia
Picoides borealis	Picoides borealis	Red-cockaded Woodpecker	Birds	Animals	Animalia	Georgia
Protonotaria citrea	Protonotaria citrea	Prothonotary Warbler	Birds	Animals	Animalia	Georgia
Rallus elegans	Rallus elegans	King Rail	Birds	Animals	Animalia	Georgia
Rynchops niger	Rynchops niger	Black Skimmer	Birds	Animals	Animalia	Georgia
Setophaga cerulea	Setophaga cerulea	Cerulean Warbler	Birds	Animals	Animalia	Georgia
Setophaga kirtlandii	Setophaga kirtlandii	Kirtland's Warbler	Birds	Animals	Animalia	Georgia
Sphyrapicus varius appalachiensis	Sphyrapicus varius appalachiensis	Appalachian Yellow-bellied Sapsucker	Birds	Animals	Animalia	Georgia
Sternula antillarum	Sternula antillarum	Least Tern	Birds	Animals	Animalia	Georgia
Tyto alba	Tyto alba	Barn Owl	Birds	Animals	Animalia	Georgia
Vermivora chrysoptera	Vermivora chrysoptera	Golden-winged Warbler	Birds	Animals	Animalia	Georgia
Callinectes sapidus	Callinectes sapidus	Blue Crab	Crustaceans	Animals	Animalia	Georgia
Cambarus coosawattae	Cambarus coosawattae	Coosawattee Crayfish	Crustaceans	Animals	Animalia	Georgia
Cambarus cryptodytes	Cambarus cryptodytes	Dougherty Plain Cave Crayfish	Crustaceans	Animals	Animalia	Georgia
Cambarus cymatilis	Cambarus cymatilis	Conasauga Blue Burrower	Crustaceans	Animals	Animalia	Georgia
Cambarus distans	Cambarus distans	Boxclaw Crayfish	Crustaceans	Animals	Animalia	Georgia
Cambarus doughertyensis	Cambarus doughertyensis	Dougherty Burrowing Crayfish	Crustaceans	Animals	Animalia	Georgia
Cambarus englishi	Cambarus englishi	Tallapoosa Crayfish	Crustaceans	Animals	Animalia	Georgia
Cambarus extraneus	Cambarus extraneus	Chickamauga Crayfish	Crustaceans	Animals	Animalia	Georgia
Cambarus fasciatus	Cambarus fasciatus	Etowah Crayfish	Crustaceans	Animals	Animalia	Georgia
Cambarus georgiae	Cambarus georgiae	Little Tennessee Crayfish	Crustaceans	Animals	Animalia	Georgia
Cambarus harti	Cambarus harti	Piedmont Blue Burrower	Crustaceans	Animals	Animalia	Georgia
Cambarus howardi	Cambarus howardi	Chattahoochee Crayfish	Crustaceans	Animals	Animalia	Georgia
Cambarus manningi	Cambarus manningi	Greensaddle Crayfish	Crustaceans	Animals	Animalia	Georgia
Cambarus parrishi	Cambarus parrishi	Hiwassee Headwaters Crayfish	Crustaceans	Animals	Animalia	Georgia
Cambarus scotti	Cambarus scotti	Chattooga River Crayfish	Crustaceans	Animals	Animalia	Georgia
Cambarus speciosus	Cambarus speciosus	Beautiful Crayfish	Crustaceans	Animals	Animalia	Georgia
Cambarus strigosus	Cambarus strigosus	Lean Crayfish	Crustaceans	Animals	Animalia	Georgia
Cambarus truncatus	Cambarus truncatus	Oconee Burrowing Crayfish	Crustaceans	Animals	Animalia	Georgia
Cambarus unestami	Cambarus unestami	Blackbarred Crayfish	Crustaceans	Animals	Animalia	Georgia
Distocambarus devexus	Distocambarus devexus	Broad River Burrowing Crayfish	Crustaceans	Animals	Animalia	Georgia
Procambarus acutissimus	Procambarus acutissimus	Sharpnose Crayfish	Crustaceans	Animals	Animalia	Georgia
Procambarus gibbus	Procambarus gibbus	Muckalee Crayfish	Crustaceans	Animals	Animalia	Georgia
Procambarus petersi	Procambarus petersi	Ogeechee Crayfish	Crustaceans	Animals	Animalia	Georgia
Procambarus verrucosus	Procambarus verrucosus	Grainy Crayfish	Crustaceans	Animals	Animalia	Georgia
Procambarus versutus	Procambarus versutus	Sly Crayfish	Crustaceans	Animals	Animalia	Georgia
Acipenser brevirostrum	Acipenser brevirostrum	Shortnose Sturgeon	Fishes	Animals	Animalia	Georgia
Acipenser fulvescens	Acipenser fulvescens	Lake Sturgeon	Fishes	Animals	Animalia	Georgia
Acipenser oxyrinchus desotoi	Acipenser oxyrinchus desotoi	Gulf Sturgeon	Fishes	Animals	Animalia	Georgia
Acipenser oxyrinchus oxyrinchus	Acipenser oxyrinchus oxyrinchus	Atlantic Sturgeon	Fishes	Animals	Animalia	Georgia
Alosa alabamae	Alosa alabamae	Alabama Shad	Fishes	Animals	Animalia	Georgia
Alosa sapidissima	Alosa sapidissima	American Shad	Fishes	Animals	Animalia	Georgia
Ameiurus serracanthus	Ameiurus serracanthus	Spotted Bullhead	Fishes	Animals	Animalia	Georgia
Carpiodes velifer	Carpiodes velifer	Highfin Carpsucker	Fishes	Animals	Animalia	Georgia
Chologaster cornuta	Chologaster cornuta	Swampfish	Fishes	Animals	Animalia	Georgia
Cynoscion nebulosus	Cynoscion nebulosus	Spotted Seatrout	Fishes	Animals	Animalia	Georgia
Cyprinella caerulea	Cyprinella caerulea	Blue Shiner	Fishes	Animals	Animalia	Georgia
Cyprinella callitaenia	Cyprinella callitaenia	Bluestripe Shiner	Fishes	Animals	Animalia	Georgia
Cyprinella gibbsi	Cyprinella gibbsi	Tallapoosa Shiner	Fishes	Animals	Animalia	Georgia
Cyprinella xaenura	Cyprinella xaenura	Altamaha Shiner	Fishes	Animals	Animalia	Georgia
Elassoma gilberti	Elassoma gilberti	Gulf Coast Pygmy Sunfish	Fishes	Animals	Animalia	Georgia
Elassoma okatie	Elassoma okatie	Bluebarred Pygmy Sunfish	Fishes	Animals	Animalia	Georgia
Enneacanthus chaetodon	Enneacanthus chaetodon	Blackbanded Sunfish	Fishes	Animals	Animalia	Georgia
Erimonax monachus	Erimonax monachus	Spotfin Chub	Fishes	Animals	Animalia	Georgia
Erimystax insignis	Erimystax insignis	Blotched Chub	Fishes	Animals	Animalia	Georgia
Etheostoma brevirostrum	Etheostoma brevirostrum	Holiday Darter	Fishes	Animals	Animalia	Georgia
Etheostoma chlorobranchium	Etheostoma chlorobranchium	Greenfin Darter	Fishes	Animals	Animalia	Georgia
Etheostoma chuckwachatte	Etheostoma chuckwachatte	Lipstick Darter	Fishes	Animals	Animalia	Georgia
Etheostoma cinereum	Etheostoma cinereum	Ashy Darter	Fishes	Animals	Animalia	Georgia
Etheostoma ditrema	Etheostoma ditrema	Coldwater Darter	Fishes	Animals	Animalia	Georgia
Etheostoma duryi	Etheostoma duryi	Blackside Snubnose Darter	Fishes	Animals	Animalia	Georgia
Etheostoma etowahae	Etheostoma etowahae	Etowah Darter	Fishes	Animals	Animalia	Georgia
Etheostoma gutselli	Etheostoma gutselli	Tuckasegee Darter	Fishes	Animals	Animalia	Georgia
Etheostoma parvipinne	Etheostoma parvipinne	Goldstripe Darter	Fishes	Animals	Animalia	Georgia
Etheostoma rufilineatum	Etheostoma rufilineatum	Redline Darter	Fishes	Animals	Animalia	Georgia
Etheostoma rupestre	Etheostoma rupestre	Rock Darter	Fishes	Animals	Animalia	Georgia
Etheostoma scotti	Etheostoma scotti	Cherokee Darter	Fishes	Animals	Animalia	Georgia
Etheostoma trisella	Etheostoma trisella	Trispot Darter	Fishes	Animals	Animalia	Georgia
Etheostoma vulneratum	Etheostoma vulneratum	Wounded Darter	Fishes	Animals	Animalia	Georgia
Fundulus bifax	Fundulus bifax	Stippled Studfish	Fishes	Animals	Animalia	Georgia
Fundulus catenatus	Fundulus catenatus	Northern Studfish	Fishes	Animals	Animalia	Georgia
Hemitremia flammea	Hemitremia flammea	Flame Chub	Fishes	Animals	Animalia	Georgia
Hiodon tergisus	Hiodon tergisus	Mooneye	Fishes	Animals	Animalia	Georgia
Hybopsis lineapunctata	Hybopsis lineapunctata	Lined Chub	Fishes	Animals	Animalia	Georgia
Hybopsis sp. 9	Hybopsis sp. 9	Etowah Chub	Fishes	Animals	Animalia	Georgia
Ichthyomyzon bdellium	Ichthyomyzon bdellium	Ohio Lamprey	Fishes	Animals	Animalia	Georgia
Lampetra aepyptera	Lampetra aepyptera	Least Brook Lamprey	Fishes	Animals	Animalia	Georgia
Lucania goodei	Lucania goodei	Bluefin Killifish	Fishes	Animals	Animalia	Georgia
Lythrurus lirus	Lythrurus lirus	Mountain Shiner	Fishes	Animals	Animalia	Georgia
Macrhybopsis sp. 1	Macrhybopsis sp. 1	Coosa Chub	Fishes	Animals	Animalia	Georgia
Micropterus cataractae	Micropterus cataractae	Shoal Bass	Fishes	Animals	Animalia	Georgia
Micropterus chattahoochee	Micropterus chattahoochee	Chattahoochee Bass	Fishes	Animals	Animalia	Georgia
Micropterus notius	Micropterus notius	Suwannee Bass	Fishes	Animals	Animalia	Georgia
Micropterus sp. cf coosae "Altamaha/Ogeechee"	Micropterus sp. cf coosae "Altamaha/Ogeechee"	Undescribed Redeye Bass	Fishes	Animals	Animalia	Georgia
Micropterus sp. cf coosae "Savannah"	Micropterus sp. cf coosae "Savannah"	Bartrams Bass	Fishes	Animals	Animalia	Georgia
Moxostoma carinatum	Moxostoma carinatum	River Redhorse	Fishes	Animals	Animalia	Georgia
Moxostoma robustum	Moxostoma robustum	Robust Redhorse	Fishes	Animals	Animalia	Georgia
Moxostoma sp. 2	Moxostoma sp. 2	Sicklefin Redhorse	Fishes	Animals	Animalia	Georgia
Notropis ariommus	Notropis ariommus	Popeye Shiner	Fishes	Animals	Animalia	Georgia
Notropis asperifrons	Notropis asperifrons	Burrhead Shiner	Fishes	Animals	Animalia	Georgia
Notropis hypsilepis	Notropis hypsilepis	Highscale Shiner	Fishes	Animals	Animalia	Georgia
Notropis photogenis	Notropis photogenis	Silver Shiner	Fishes	Animals	Animalia	Georgia
Notropis scepticus	Notropis scepticus	Sandbar Shiner	Fishes	Animals	Animalia	Georgia
Noturus eleutherus	Noturus eleutherus	Mountain Madtom	Fishes	Animals	Animalia	Georgia
Noturus flavipinnis	Noturus flavipinnis	Yellowfin Madtom	Fishes	Animals	Animalia	Georgia
Noturus munitus	Noturus munitus	Frecklebelly Madtom	Fishes	Animals	Animalia	Georgia
Percina antesella	Percina antesella	Amber Darter	Fishes	Animals	Animalia	Georgia
Percina aurantiaca	Percina aurantiaca	Tangerine Darter	Fishes	Animals	Animalia	Georgia
Percina aurolineata	Percina aurolineata	Goldline Darter	Fishes	Animals	Animalia	Georgia
Percina crypta	Percina crypta	Halloween Darter	Fishes	Animals	Animalia	Georgia
Percina jenkinsi	Percina jenkinsi	Conasauga Logperch	Fishes	Animals	Animalia	Georgia
Percina kusha	Percina kusha	Bridled Darter	Fishes	Animals	Animalia	Georgia
Percina lenticula	Percina lenticula	Freckled Darter	Fishes	Animals	Animalia	Georgia
Percina sciera	Percina sciera	Dusky Darter	Fishes	Animals	Animalia	Georgia
Percina smithvanizi	Percina smithvanizi	Muscadine Darter	Fishes	Animals	Animalia	Georgia
Percina squamata	Percina squamata	Olive Darter	Fishes	Animals	Animalia	Georgia
Percina tanasi	Percina tanasi	Snail Darter	Fishes	Animals	Animalia	Georgia
Phenacobius crassilabrum	Phenacobius crassilabrum	Fatlips Minnow	Fishes	Animals	Animalia	Georgia
Phenacobius uranops	Phenacobius uranops	Stargazing Minnow	Fishes	Animals	Animalia	Georgia
Phoxinus tennesseensis	Phoxinus tennesseensis	Tennessee Dace	Fishes	Animals	Animalia	Georgia
Pteronotropis euryzonus	Pteronotropis euryzonus	Broadstripe Shiner	Fishes	Animals	Animalia	Georgia
Pteronotropis welaka	Pteronotropis welaka	Bluenose Shiner	Fishes	Animals	Animalia	Georgia
Sphryna lewini	Sphryna lewini	Scalloped Hammerhead	Fishes	Animals	Animalia	Georgia
Typhlichthys subterraneus	Typhlichthys subterraneus	Southern Cavefish	Fishes	Animals	Animalia	Georgia
Acronicta albarufa	Acronicta albarufa	Albarufan dagger moth	Insects	Animals	Animalia	Georgia
Alloblackburneus troglodytes	Alloblackburneus troglodytes	Little gopher tortoise scarab beetle	Insects	Animals	Animalia	Georgia
Amblyscirtes alternata	Amblyscirtes alternata	Dusky roadside-skipper	Insects	Animals	Animalia	Georgia
Amblyscirtes belli	Amblyscirtes belli	Bell's Roadside-skipper	Insects	Animals	Animalia	Georgia
Amblyscirtes carolina	Amblyscirtes carolina	Carolina roadside-skipper	Insects	Animals	Animalia	Georgia
Amblyscirtes reversa	Amblyscirtes reversa	Reversed roadside-skipper	Insects	Animals	Animalia	Georgia
Aphodius aegrotus	Aphodius aegrotus	A dung beetle	Insects	Animals	Animalia	Georgia
Aphodius alabama	Aphodius alabama	A dung beetle	Insects	Animals	Animalia	Georgia
Aphodius baileyi	Aphodius baileyi	A dung beetle	Insects	Animals	Animalia	Georgia
Aphodius bakeri	Aphodius bakeri	A dung beetle	Insects	Animals	Animalia	Georgia
Aphodius dyspistus	Aphodius dyspistus	A dung beetle	Insects	Animals	Animalia	Georgia
Aphodius gambrinus	Aphodius gambrinus	Amber pocket gopher Aphodius beetle	Insects	Animals	Animalia	Georgia
Aphodius hubbelli	Aphodius hubbelli	A dung beetle	Insects	Animals	Animalia	Georgia
Aphodius laevigatus	Aphodius laevigatus	Large pocket gopher Aphodius beetle	Insects	Animals	Animalia	Georgia
Aphodius pholetus	Aphodius pholetus	Rare pocket gopher Aphodius beetle	Insects	Animals	Animalia	Georgia
Aphodius platypleurus	Aphodius platypleurus	Broad-sided pocket gopher Aphodius beetle	Insects	Animals	Animalia	Georgia
Aphodius tanytarsus	Aphodius tanytarsus	Long-clawed pocket gopher Aphodius beetle	Insects	Animals	Animalia	Georgia
Aptenopedes  apalachee	Aptenopedes  apalachee	Apalachee linear-winged grasshopper	Insects	Animals	Animalia	Georgia
Atrytone arogos arogos	Atrytone arogos arogos	Eastern Aragos Skipper	Insects	Animals	Animalia	Georgia
Autochton cellus	Autochton cellus	Golden-banded skipper	Insects	Animals	Animalia	Georgia
Bombus affinis	Bombus affinis	Rusty-patched bumblebee	Insects	Animals	Animalia	Georgia
Bombus borealis	Bombus borealis	Northern amber bumble	Insects	Animals	Animalia	Georgia
Bryophaenocladius chrissichuckorum	Bryophaenocladius chrissichuckorum	Midge (Heggie's Rock)	Insects	Animals	Animalia	Georgia
Callophrys hesselli	Callophrys hesselli	Hessell's hairstreak	Insects	Animals	Animalia	Georgia
Callophrys irus	Callophrys irus	Frosted elfin	Insects	Animals	Animalia	Georgia
Catocala grisatra	Catocala grisatra	Grisatra underwing moth	Insects	Animals	Animalia	Georgia
Caupolicana electa	Caupolicana electa	Plasterer bee	Insects	Animals	Animalia	Georgia
Chelyoxenus xerobatis	Chelyoxenus xerobatis	Gopher tortoise hister beetle	Insects	Animals	Animalia	Georgia
Chlosyne gorgone gorgone	Chlosyne gorgone gorgone	Gorgone checkerspot	Insects	Animals	Animalia	Georgia
Cicindela nigrior	Cicindela nigrior	Autumn tiger beetle	Insects	Animals	Animalia	Georgia
Crossidius grahami	Crossidius grahami	Ohoopee dunes Crossidius beetle	Insects	Animals	Animalia	Georgia
Danaus plexippus	Danaus plexippus	Monarch butterfly	Insects	Animals	Animalia	Georgia
Dorymyrmex bossutus	Dorymyrmex bossutus	Sandhills cone ant	Insects	Animals	Animalia	Georgia
Eotettix palustris	Eotettix palustris	Longleaf spur-throated grasshopper	Insects	Animals	Animalia	Georgia
Erora laeta	Erora laeta	Early hairstreak	Insects	Animals	Animalia	Georgia
Erynnis martialis	Erynnis martialis	Mottled duskywing	Insects	Animals	Animalia	Georgia
Euphoria aeusutosa	Euphoria aeusutosa	Pocket gopher flower beetle	Insects	Animals	Animalia	Georgia
Euphydryas phaeton	Euphydryas phaeton	Baltimore checkerspot	Insects	Animals	Animalia	Georgia
Euphyes berryi	Euphyes berryi	Berry's Skipper	Insects	Animals	Animalia	Georgia
Euphyes bimacula arbogastii	Euphyes bimacula arbogastii	Two-spotted Skipper	Insects	Animals	Animalia	Georgia
Euphyes dukesi	Euphyes dukesi	Duke's Skipper	Insects	Animals	Animalia	Georgia
Euphyes pilatka	Euphyes pilatka	Palatka Skipper	Insects	Animals	Animalia	Georgia
Fernaldella georgiana	Fernaldella georgiana	Ohoopee Geometer	Insects	Animals	Animalia	Georgia
Floritettix borealis	Floritettix borealis	A grasshopper	Insects	Animals	Animalia	Georgia
Geopsammodius ohoopee	Geopsammodius ohoopee	Ohoopee dunes scarab beetle	Insects	Animals	Animalia	Georgia
Gomphus consanguis	Gomphus consanguis	Cherokee Clubtail	Insects	Animals	Animalia	Georgia
Hesperia attalus slossonae	Hesperia attalus slossonae	Dotted skipper	Insects	Animals	Animalia	Georgia
Hesperia meskei	Hesperia meskei	Meske's skipper	Insects	Animals	Animalia	Georgia
Hesperotettix floridensis	Hesperotettix floridensis	A grasshopper	Insects	Animals	Animalia	Georgia
Hypothyce osburni	Hypothyce osburni	Osburn's hypothyce	Insects	Animals	Animalia	Georgia
Idia gopheri	Idia gopheri	Gopher tortoise burrow noctuid moth	Insects	Animals	Animalia	Georgia
Machimus polyphemi	Machimus polyphemi	Gopher tortoise robber fly	Insects	Animals	Animalia	Georgia
Macromia margarita	Macromia margarita	Mountain River Cruiser	Insects	Animals	Animalia	Georgia
Melanoplus acidocercus	Melanoplus acidocercus	A spur-throat grasshopper	Insects	Animals	Animalia	Georgia
Melanoplus clypeatus	Melanoplus clypeatus	Shield-tailed spur-throat Grasshopper	Insects	Animals	Animalia	Georgia
Melanoplus longicornis	Melanoplus longicornis	A spur-throat grasshopper	Insects	Animals	Animalia	Georgia
Melanoplus nossi	Melanoplus nossi	Noss' spur-throat grasshopper	Insects	Animals	Animalia	Georgia
Melanoplus sp nov 1	Melanoplus sp nov 1	A spur-throat grasshopper	Insects	Animals	Animalia	Georgia
Melanoplus sp nov 2	Melanoplus sp nov 2	A spur-throat grasshopper	Insects	Animals	Animalia	Georgia
Melanoplus stegocercus	Melanoplus stegocercus	A spur-throat grasshopper	Insects	Animals	Animalia	Georgia
Melanoplus tumidicercus	Melanoplus tumidicercus	A spur-throat grasshopper	Insects	Animals	Animalia	Georgia
Mycotrupes cartwrighti	Mycotrupes cartwrighti	Cartwright's burrowing beetle	Insects	Animals	Animalia	Georgia
Mycotrupes lethroides	Mycotrupes lethroides	Large Mycotrupes	Insects	Animals	Animalia	Georgia
Neonympha areolatus	Neonympha areolatus	Georgia Satyr	Insects	Animals	Animalia	Georgia
Neonympha helicta	Neonympha helicta	Helicta satyr	Insects	Animals	Animalia	Georgia
Onthophagus polyphemi polyphemi	Onthophagus polyphemi polyphemi	Onthophagus tortoise commensal scarab beetle	Insects	Animals	Animalia	Georgia
Ophiogomphus australis	Ophiogomphus australis	Southern Snaketail	Insects	Animals	Animalia	Georgia
Ophiogomphus edmundo	Ophiogomphus edmundo	Edmund's Snaketail	Insects	Animals	Animalia	Georgia
Ophiogomphus incurvatus	Ophiogomphus incurvatus	Appalachian Snaketail	Insects	Animals	Animalia	Georgia
Pheidole davisi	Pheidole davisi	Pine barrens Pheidole	Insects	Animals	Animalia	Georgia
Phyciodes batesii maconensis	Phyciodes batesii maconensis	Tawny crescent	Insects	Animals	Animalia	Georgia
Pieris virginiensis	Pieris virginiensis	West Virginia White	Insects	Animals	Animalia	Georgia
Poanes aaroni howardi	Poanes aaroni howardi	Aaron's skipper	Insects	Animals	Animalia	Georgia
Polites baracoa	Polites baracoa	Baracoa skipper	Insects	Animals	Animalia	Georgia
Polygonia faunus	Polygonia faunus	Green comma	Insects	Animals	Animalia	Georgia
Polyphylla donaldsoni	Polyphylla donaldsoni	Donaldson's lined june beetle	Insects	Animals	Animalia	Georgia
Problema bulenta	Problema bulenta	Rare Skipper	Insects	Animals	Animalia	Georgia
Satyrium edwardsii	Satyrium edwardsii	Edwards hairstreak	Insects	Animals	Animalia	Georgia
Satyrium kingi	Satyrium kingi	King's hairstreak	Insects	Animals	Animalia	Georgia
Speyeria diana	Speyeria diana	Diana fritillary	Insects	Animals	Animalia	Georgia
Temnothorax	Temnothorax_GA_01	Temnothorax new species	Insects	Animals	Animalia	Georgia
Trimerotropis saxatilis	Trimerotropis saxatilis	Lichen or rock grasshopper	Insects	Animals	Animalia	Georgia
Zale perculta	Zale perculta	Okefenokee zale moth	Insects	Animals	Animalia	Georgia
Corynorhinus rafinesquii	Corynorhinus rafinesquii	Rafinesque's Big-eared Bat	Mammals	Animals	Animalia	Georgia
Eubalaena glacialis	Eubalaena glacialis	Northern Atlantic Right Whale	Mammals	Animals	Animalia	Georgia
Geomys pinetis	Geomys pinetis	Southeastern Pocket Gopher	Mammals	Animals	Animalia	Georgia
Lasiurus intermedius	Lasiurus intermedius	Northern Yellow Bat	Mammals	Animals	Animalia	Georgia
Megaptera novaeangliae	Megaptera novaeangliae	Humpback Whale	Mammals	Animals	Animalia	Georgia
Mustela nivalis	Mustela nivalis	Least Weasel	Mammals	Animals	Animalia	Georgia
Myotis austroriparius	Myotis austroriparius	Southeastern Myotis	Mammals	Animals	Animalia	Georgia
Myotis grisescens	Myotis grisescens	Gray Myotis	Mammals	Animals	Animalia	Georgia
Myotis leibii	Myotis leibii	Eastern Small-footed Myotis	Mammals	Animals	Animalia	Georgia
Myotis lucifugus	Myotis lucifugus	Little Brown Myotis	Mammals	Animals	Animalia	Georgia
Myotis septentrionalis	Myotis septentrionalis	Northern Myotis	Mammals	Animals	Animalia	Georgia
Myotis sodalis	Myotis sodalis	Indiana Myotis	Mammals	Animals	Animalia	Georgia
Neofiber alleni	Neofiber alleni	Round-tailed Muskrat	Mammals	Animals	Animalia	Georgia
Parascalops breweri	Parascalops breweri	Hairy-tailed Mole	Mammals	Animals	Animalia	Georgia
Perimyotis subflavus	Perimyotis subflavus	Tri-colored Bat	Mammals	Animals	Animalia	Georgia
Puma concolor coryi	Puma concolor coryi	Florida Panther	Mammals	Animals	Animalia	Georgia
Sciurus niger shermani	Sciurus niger shermani	Sherman's Fox Squirrel	Mammals	Animals	Animalia	Georgia
Sorex dispar	Sorex dispar	Long-tailed or Rock Shrew	Mammals	Animals	Animalia	Georgia
Sorex palustris	Sorex palustris	Water Shrew	Mammals	Animals	Animalia	Georgia
Spilogale putorius	Spilogale putorius	Eastern Spotted Skunk	Mammals	Animals	Animalia	Georgia
Sylvilagus obscurus	Sylvilagus obscurus	Appalachian Cottontail	Mammals	Animals	Animalia	Georgia
Synaptomys cooperi	Synaptomys cooperi	Southern Bog Lemming	Mammals	Animals	Animalia	Georgia
Tamiasciurus hudsonicus	Tamiasciurus hudsonicus	Red Squirrel	Mammals	Animals	Animalia	Georgia
Trichechus manatus	Trichechus manatus	Manatee	Mammals	Animals	Animalia	Georgia
Tursiops truncatus	Tursiops truncatus	Atlantic Bottle-nose Dolphin	Mammals	Animals	Animalia	Georgia
