scientific_name_edited	Scientific Name	Common Name	provided_taxonomy_group	derived_kingdom_group	Kingdom	State
Alasmidonta arcula	Alasmidonta arcula	Altamaha Arcmussel	Mollusks	Animals	Animalia	Georgia
Alasmidonta triangulata	Alasmidonta triangulata	Southern Elktoe	Mollusks	Animals	Animalia	Georgia
Amblema neislerii	Amblema neislerii	Fat Threeridge	Mollusks	Animals	Animalia	Georgia
Anodontoides radiatus	Anodontoides radiatus	Rayed Creekshell	Mollusks	Animals	Animalia	Georgia
Campeloma regulare	Campeloma regulare	Cylinder campeloma	Mollusks	Animals	Animalia	Georgia
Crassostrea virginica	Crassostrea virginica	American Oyster	Mollusks	Animals	Animalia	Georgia
Elimia darwini	Elimia darwini	Pup Elimia	Mollusks	Animals	Animalia	Georgia
Elimia inclinans	Elimia inclinans	Slanted Elimia	Mollusks	Animals	Animalia	Georgia
Elimia induta	Elimia induta	Gem Elimia	Mollusks	Animals	Animalia	Georgia
Elimia mutabilis	Elimia mutabilis	Oak Elimia	Mollusks	Animals	Animalia	Georgia
Elimia ornata	Elimia ornata	Ornate Elimia	Mollusks	Animals	Animalia	Georgia
Elimia striatula	Elimia striatula	File Elimia	Mollusks	Animals	Animalia	Georgia
Elimia timida	Elimia timida	Timid Elimia	Mollusks	Animals	Animalia	Georgia
Elliptio arca	Elliptio arca	Alabama Spike	Mollusks	Animals	Animalia	Georgia
Elliptio arctata	Elliptio arctata	Delicate Spike	Mollusks	Animals	Animalia	Georgia
Elliptio fraterna	Elliptio fraterna	Brother Spike	Mollusks	Animals	Animalia	Georgia
Elliptio nigella	Elliptio nigella	Winged Spike	Mollusks	Animals	Animalia	Georgia
Elliptio purpurella	Elliptio purpurella	Inflated Spike	Mollusks	Animals	Animalia	Georgia
Elliptio spinosa	Elliptio spinosa	Altamaha Spinymussel	Mollusks	Animals	Animalia	Georgia
Elliptoideus sloatianus	Elliptoideus sloatianus	Purple Bankclimber	Mollusks	Animals	Animalia	Georgia
Fusconaia masoni	Fusconaia masoni	Atlantic Pigtoe	Mollusks	Animals	Animalia	Georgia
Hamiota altilis	Hamiota altilis	Finelined Pocketbook	Mollusks	Animals	Animalia	Georgia
Hamiota subangulata	Hamiota subangulata	Shinyrayed Pocketbook	Mollusks	Animals	Animalia	Georgia
Lampsilis cariosa	Lampsilis cariosa	Yellow Lampmussel	Mollusks	Animals	Animalia	Georgia
Lampsilis straminea	Lampsilis straminea	Southern Fatmucket	Mollusks	Animals	Animalia	Georgia
Lasmigona holstonia	Lasmigona holstonia	Tennessee Heelsplitter	Mollusks	Animals	Animalia	Georgia
Leptoxis foremani	Leptoxis foremani	Interrupted Rocksnail	Mollusks	Animals	Animalia	Georgia
Leptoxis praerosa	Leptoxis praerosa	Onyx Rocksnail	Mollusks	Animals	Animalia	Georgia
Marstonia agarhecta	Marstonia agarhecta	Ocmulgee Marstonia	Mollusks	Animals	Animalia	Georgia
Marstonia castor	Marstonia castor	Beaverpond Marstonia	Mollusks	Animals	Animalia	Georgia
Marstonia gaddisorum	Marstonia gaddisorum	Emily's Marstonia	Mollusks	Animals	Animalia	Georgia
Medionidus acutissimus	Medionidus acutissimus	Alabama Moccasinshell	Mollusks	Animals	Animalia	Georgia
Medionidus conradicus	Medionidus conradicus	Cumberland Moccasinshell	Mollusks	Animals	Animalia	Georgia
Medionidus parvulus	Medionidus parvulus	Coosa Moccasinshell	Mollusks	Animals	Animalia	Georgia
Medionidus penicillatus	Medionidus penicillatus	Gulf Moccasinshell	Mollusks	Animals	Animalia	Georgia
Medionidus simpsonianus	Medionidus simpsonianus	Ochlockonee Moccasinshell	Mollusks	Animals	Animalia	Georgia
Medionidus walkeri	Medionidus walkeri	Suwannee Moccasinshell	Mollusks	Animals	Animalia	Georgia
Pleurobema decisum	Pleurobema decisum	Southern Clubshell	Mollusks	Animals	Animalia	Georgia
Pleurobema georgianum	Pleurobema georgianum	Southern Pigtoe	Mollusks	Animals	Animalia	Georgia
Pleurobema hanleyianum	Pleurobema hanleyianum	Georgia Pigtoe	Mollusks	Animals	Animalia	Georgia
Pleurobema hartmanianum	Pleurobema hartmanianum	Cherokee Pigtoe	Mollusks	Animals	Animalia	Georgia
Pleurobema pyriforme	Pleurobema pyriforme	Oval Pigtoe	Mollusks	Animals	Animalia	Georgia
Pleurocera pyrenella	Pleurocera pyrenella	Skirted Hornsnail	Mollusks	Animals	Animalia	Georgia
Pleurocera showalteri	Pleurocera showalteri	Upland Hornsnail	Mollusks	Animals	Animalia	Georgia
Pleurocera vestita	Pleurocera vestita	Brook hornsnail	Mollusks	Animals	Animalia	Georgia
Pleuronaia barnesiana	Pleuronaia barnesiana	Tennessee Pigtoe	Mollusks	Animals	Animalia	Georgia
Ptychobranchus fasciolaris	Ptychobranchus fasciolaris	Kidneyshell	Mollusks	Animals	Animalia	Georgia
Ptychobranchus foremanianus	Ptychobranchus foremanianus	Rayed Kidneyshell	Mollusks	Animals	Animalia	Georgia
Quadrula kleiniana	Quadrula kleiniana	Suwannee Pigtoe	Mollusks	Animals	Animalia	Georgia
Somatogyrus alcoviensis	Somatogyrus alcoviensis	Reverse Pebblesnail	Mollusks	Animals	Animalia	Georgia
Somatogyrus rheophilus	Somatogyrus rheophilus	Flint Pebblesnail	Mollusks	Animals	Animalia	Georgia
Somatogyrus tenax	Somatogyrus tenax	Savannah Pebblesnail	Mollusks	Animals	Animalia	Georgia
Strophitus connasaugaensis	Strophitus connasaugaensis	Alabama Creekmussel	Mollusks	Animals	Animalia	Georgia
Toxolasma corvunculus	Toxolasma corvunculus	Southern Purple Lilliput	Mollusks	Animals	Animalia	Georgia
Toxolasma pullus	Toxolasma pullus	Savannah Lilliput	Mollusks	Animals	Animalia	Georgia
Villosa nebulosa	Villosa nebulosa	Alabama Rainbow	Mollusks	Animals	Animalia	Georgia
Villosa umbrans	Villosa umbrans	Coosa Creekshell	Mollusks	Animals	Animalia	Georgia
Cordulegaster sayi	Cordulegaster sayi	Say's Spiketail	Other Invertebrates	Animals	Animalia	Georgia
Acmispon helleri	Acmispon helleri	Carolina Trefoil	Plants	Plants	Plantae	Georgia
Aesculus glabra	Aesculus glabra	Ohio Buckeye	Plants	Plants	Plantae	Georgia
Agalinis decemloba	Agalinis decemloba	Ten-lobed Purple Foxglove	Plants	Plants	Plantae	Georgia
Agalinis georgiana	Agalinis georgiana	Georgia Purple Foxglove	Plants	Plants	Plantae	Georgia
Agastache nepetoides	Agastache nepetoides	Yellow Giant Hyssop	Plants	Plants	Plantae	Georgia
Agastache scrophulariifolia	Agastache scrophulariifolia	Purple Giant Hyssop	Plants	Plants	Plantae	Georgia
Allium speculae	Allium speculae	Flatrock Onion	Plants	Plants	Plantae	Georgia
Alnus maritima ssp. georgiensis	Alnus maritima ssp. georgiensis	Georgia Alder	Plants	Plants	Plantae	Georgia
Amelanchier sanguinea	Amelanchier sanguinea	Roundleaf Serviceberry	Plants	Plants	Plantae	Georgia
Amorpha georgiana	Amorpha georgiana	Georgia Indigo-Bush	Plants	Plants	Plantae	Georgia
Amorpha herbacea var. floridana	Amorpha herbacea var. floridana	Florida Leadbush	Plants	Plants	Plantae	Georgia
Amorpha nitens	Amorpha nitens	Shining Indigo-Bush	Plants	Plants	Plantae	Georgia
Amorpha schwerinii	Amorpha schwerinii	Schwerin's Indigo-Bush	Plants	Plants	Plantae	Georgia
Amphianthus pusillus	Amphianthus pusillus	Pool Sprite, Snorkelwort	Plants	Plants	Plantae	Georgia
Amsonia ludoviciana	Amsonia ludoviciana	Louisiana Blue Star	Plants	Plants	Plantae	Georgia
Anemone berlandieri	Anemone berlandieri	Glade Windflower	Plants	Plants	Plantae	Georgia
Anemone caroliniana	Anemone caroliniana	Carolina Windflower	Plants	Plants	Plantae	Georgia
Arabis georgiana	Arabis georgiana	Georgia Rockcress	Plants	Plants	Plantae	Georgia
Arnoglossum diversifolium	Arnoglossum diversifolium	Variable-Leaf Indian-Plantain	Plants	Plants	Plantae	Georgia
Arnoglossum sulcatum	Arnoglossum sulcatum	Grooved-Stem Indian-Plantain	Plants	Plants	Plantae	Georgia
Asclepias purpurascens	Asclepias purpurascens	Purple Milkweed	Plants	Plants	Plantae	Georgia
Asclepias rubra	Asclepias rubra	Red Milkweed	Plants	Plants	Plantae	Georgia
Asplenium heteroresiliens	Asplenium heteroresiliens	Morzenti's Spleenwort	Plants	Plants	Plantae	Georgia
Astragalus michauxii	Astragalus michauxii	Sandhill Milkvetch	Plants	Plants	Plantae	Georgia
Aureolaria patula	Aureolaria patula	Spreading Yellow Foxglove	Plants	Plants	Plantae	Georgia
Balduina atropurpurea	Balduina atropurpurea	Purple Honeycomb Head	Plants	Plants	Plantae	Georgia
Baptisia arachnifera	Baptisia arachnifera	Hairy Rattleweed	Plants	Plants	Plantae	Georgia
Baptisia australis var. aberrans	Baptisia australis var. aberrans	Glade Blue Wild Indigo	Plants	Plants	Plantae	Georgia
Baptisia megacarpa	Baptisia megacarpa	Bigpod Wild Indigo	Plants	Plants	Plantae	Georgia
Berberis canadensis	Berberis canadensis	American Barberry	Plants	Plants	Plantae	Georgia
Boechera missouriensis	Boechera missouriensis	Missouri Rockcress	Plants	Plants	Plantae	Georgia
Brickellia cordifolia	Brickellia cordifolia	Heartleaf Brickellia	Plants	Plants	Plantae	Georgia
Buchnera americana	Buchnera americana	American Bluehearts	Plants	Plants	Plantae	Georgia
Calamintha ashei	Calamintha ashei	Ashe’s Wild Savory	Plants	Plants	Plantae	Georgia
Calamintha sp. nov. (undescribed)	Calamintha sp. nov. (undescribed)	Indian Grave Mountain Wild Savory	Plants	Plants	Plantae	Georgia
Calamovilfa arcuata	Calamovilfa arcuata	Cumberland Sandreed	Plants	Plants	Plantae	Georgia
Calliphysalis carpenteri	Calliphysalis carpenteri	Carpenter’s Ground-Cherry	Plants	Plants	Plantae	Georgia
Calystegia catesbeiana ssp. sericata	Calystegia catesbeiana ssp. sericata	Silky Bindweed	Plants	Plants	Plantae	Georgia
Carex acidicola	Carex acidicola	Acid-Loving Sedge	Plants	Plants	Plantae	Georgia
Carex baltzellii	Carex baltzellii	Baltzell's Sedge	Plants	Plants	Plantae	Georgia
Carex biltmoreana	Carex biltmoreana	Biltmore Sedge	Plants	Plants	Plantae	Georgia
Carex calcifugens	Carex calcifugens	Lime-Fleeing Sedge	Plants	Plants	Plantae	Georgia
Carex decomposita	Carex decomposita	Cypress-Knee Sedge	Plants	Plants	Plantae	Georgia
Carex exilis	Carex exilis	Meager Sedge	Plants	Plants	Plantae	Georgia
Carex radfordii	Carex radfordii	Radford's Sedge	Plants	Plants	Plantae	Georgia
Carex thornei	Carex thornei	Thorne's Sedge	Plants	Plants	Plantae	Georgia
Carya laciniosa	Carya laciniosa	Shellbark Hickory	Plants	Plants	Plantae	Georgia
Carya myristiciformis	Carya myristiciformis	Nutmeg Hickory	Plants	Plants	Plantae	Georgia
Ceratiola ericoides	Ceratiola ericoides	Rosemary	Plants	Plants	Plantae	Georgia
Chamaecrista deeringiana	Chamaecrista deeringiana	Florida Senna	Plants	Plants	Plantae	Georgia
Chamaecyparis thyoides	Chamaecyparis thyoides	Atlantic White-Cedar	Plants	Plants	Plantae	Georgia
Chelone cuthbertii	Chelone cuthbertii	Cuthbert's Turtlehead	Plants	Plants	Plantae	Georgia
Chelone lyonii	Chelone lyonii	Appalachian Turtlehead	Plants	Plants	Plantae	Georgia
Cirsium virginianum	Cirsium virginianum	Virginia Thistle	Plants	Plants	Plantae	Georgia
Clematis fremontii	Clematis fremontii	Fremont's Leatherflower	Plants	Plants	Plantae	Georgia
Clematis socialis	Clematis socialis	Alabama Leather Flower	Plants	Plants	Plantae	Georgia
Coreopsis integrifolia	Coreopsis integrifolia	Ciliate-Leaf Tickseed	Plants	Plants	Plantae	Georgia
Coreopsis rosea	Coreopsis rosea	Pink Tickseed	Plants	Plants	Plantae	Georgia
Crataegus aemula	Crataegus aemula	Rome Hawthorn	Plants	Plants	Plantae	Georgia
Crataegus aprica	Crataegus aprica	Sunny Hawthorn	Plants	Plants	Plantae	Georgia
Crataegus mendosa	Crataegus mendosa	Albertville Hawthorn	Plants	Plants	Plantae	Georgia
Crataegus mollis	Crataegus mollis	Downy Hawthorn	Plants	Plants	Plantae	Georgia
Crataegus triflora	Crataegus triflora	Three-Flower Hawthorn	Plants	Plants	Plantae	Georgia
Crocanthemum nashii	Crocanthemum nashii	Florida Scrub Sunrose	Plants	Plants	Plantae	Georgia
Croomia pauciflora	Croomia pauciflora	Croomia	Plants	Plants	Plantae	Georgia
Croton elliottii	Croton elliottii	Pondshore Croton	Plants	Plants	Plantae	Georgia
Ctenium floridanum	Ctenium floridanum	Florida Orange-Grass	Plants	Plants	Plantae	Georgia
Cuscuta harperi	Cuscuta harperi	Harper's Dodder	Plants	Plants	Plantae	Georgia
Cymophyllus fraserianus	Cymophyllus fraserianus	Fraser's Sedge	Plants	Plants	Plantae	Georgia
Cypripedium kentuckiense	Cypripedium kentuckiense	Kentucky Ladyslipper	Plants	Plants	Plantae	Georgia
Danthonia epilis	Danthonia epilis	Bog Oat-Grass	Plants	Plants	Plantae	Georgia
Delphinium alabamicum	Delphinium alabamicum	Alabama Larkspur	Plants	Plants	Plantae	Georgia
Desmodium ochroleucum	Desmodium ochroleucum	Cream-Flowered Tick-Trefoil	Plants	Plants	Plantae	Georgia
Dicerandra radfordiana	Dicerandra radfordiana	Radford's Dicerandra	Plants	Plants	Plantae	Georgia
Dichanthelium hirstii	Dichanthelium hirstii	Hirst Brothers Panic Grass	Plants	Plants	Plantae	Georgia
Diplophyllum andrewsii	Diplophyllum andrewsii	Andrews' Diplophyllum  (Liverwort)	Plants	Plants	Plantae	Georgia
Draba aprica	Draba aprica	Open-Ground Whitlow-Grass	Plants	Plants	Plantae	Georgia
Dulichium sp. nov.  (unpublished)	Dulichium sp. nov.  (unpublished)	Coosa Prairie Threeway Sedge	Plants	Plants	Plantae	Georgia
Eccremidium floridanum	Eccremidium floridanum	Florida Pygmy Moss	Plants	Plants	Plantae	Georgia
Echinacea laevigata	Echinacea laevigata	Smooth Purple Coneflower	Plants	Plants	Plantae	Georgia
Echinacea simulata	Echinacea simulata	Prairie Purple Coneflower	Plants	Plants	Plantae	Georgia
Eleocharis wolfii	Eleocharis wolfii	Spikerush	Plants	Plants	Plantae	Georgia
Elliottia racemosa	Elliottia racemosa	Georgia Plume	Plants	Plants	Plantae	Georgia
Eriocaulon koernickianum	Eriocaulon koernickianum	Dwarf Pipewort	Plants	Plants	Plantae	Georgia
Eriochloa michauxii var. michauxii	Eriochloa michauxii var. michauxii	Michaux's Longleaf Cupgrass	Plants	Plants	Plantae	Georgia
Eriophorum virginicum	Eriophorum virginicum	Tawny Cottongrass	Plants	Plants	Plantae	Georgia
Euphorbia purpurea	Euphorbia purpurea	Glade Spurge	Plants	Plants	Plantae	Georgia
Eurybia avita	Eurybia avita	AlexanderÂ’s Rock Aster	Plants	Plants	Plantae	Georgia
Eurybia jonesiae	Eurybia jonesiae	Piedmont Bigleaf Aster	Plants	Plants	Plantae	Georgia
Eustachys floridana	Eustachys floridana	Florida Finger Grass	Plants	Plants	Plantae	Georgia
Evolvulus sericeus var. sericeus	Evolvulus sericeus var. sericeus	Creeping Morning-Glory	Plants	Plants	Plantae	Georgia
Fimbristylis brevivaginata	Fimbristylis brevivaginata	Flatrock Fimbry	Plants	Plants	Plantae	Georgia
Fimbristylis perpusilla	Fimbristylis perpusilla	Harper's Fimbry	Plants	Plants	Plantae	Georgia
Forestiera godfreyi	Forestiera godfreyi	Godfrey's Wild Privet	Plants	Plants	Plantae	Georgia
Forestiera segregata var. segregata	Forestiera segregata var. segregata	Florida Wild Privet	Plants	Plants	Plantae	Georgia
Fothergilla gardenii	Fothergilla gardenii	Dwarf Witch-Alder	Plants	Plants	Plantae	Georgia
Fothergilla major	Fothergilla major	Large Witch-Alder	Plants	Plants	Plantae	Georgia
Frullania appalachiana	Frullania appalachiana	Appalachian Frullania	Plants	Plants	Plantae	Georgia
Gentianopsis crinita	Gentianopsis crinita	Fringed Gentian	Plants	Plants	Plantae	Georgia
Glandularia bipinnatifida	Glandularia bipinnatifida	Dakota Vervain	Plants	Plants	Plantae	Georgia
Gymnoderma lineare	Gymnoderma lineare	Rock Gnome Lichen	Plants	Plants	Plantae	Georgia
Habenaria quinqueseta	Habenaria quinqueseta	Michaux's Orchid	Plants	Plants	Plantae	Georgia
Hamamelis ovalis	Hamamelis ovalis	Bigleaf Witch-Hazel	Plants	Plants	Plantae	Georgia
Hartwrightia floridana	Hartwrightia floridana	Hartwrightia	Plants	Plants	Plantae	Georgia
Helenium brevifolium	Helenium brevifolium	Bog Sneezeweed	Plants	Plants	Plantae	Georgia
Helianthus glaucophyllus	Helianthus glaucophyllus	Whiteleaf Sunflower	Plants	Plants	Plantae	Georgia
Helianthus smithii	Helianthus smithii	Smith's Sunflower	Plants	Plants	Plantae	Georgia
Helianthus verticillatus	Helianthus verticillatus	Whorled Sunflower	Plants	Plants	Plantae	Georgia
Helodium blandowii	Helodium blandowii	Blandow's Feather Moss	Plants	Plants	Plantae	Georgia
Helonias bullata	Helonias bullata	Swamp-Pink	Plants	Plants	Plantae	Georgia
Hydrastis canadensis	Hydrastis canadensis	Goldenseal	Plants	Plants	Plantae	Georgia
Hymenocallis coronaria	Hymenocallis coronaria	Shoals Spiderlily	Plants	Plants	Plantae	Georgia
Hymenophyllum tayloriae	Hymenophyllum tayloriae	TaylorÂ’s Filmy Fern	Plants	Plants	Plantae	Georgia
Hypericum adpressum	Hypericum adpressum	Bog St. Johnswort	Plants	Plants	Plantae	Georgia
Hypericum erythraeae	Hypericum erythraeae	Georgia St.-John's-Wort	Plants	Plants	Plantae	Georgia
Hypnum cupressiforme var. filiforme	Hypnum cupressiforme var. filiforme	Filiform Cypress-Moss	Plants	Plants	Plantae	Georgia
Illicium floridanum	Illicium floridanum	Florida Anise-Tree	Plants	Plants	Plantae	Georgia
Isoetes boomii	Isoetes boomii	Boom's Quillwort	Plants	Plants	Plantae	Georgia
Isoetes flaccida	Isoetes flaccida	Florida Quillwort	Plants	Plants	Plantae	Georgia
Isoetes hyemalis	Isoetes hyemalis	Winter Quillwort	Plants	Plants	Plantae	Georgia
Isoetes junciformis	Isoetes junciformis	Rush Quillwort	Plants	Plants	Plantae	Georgia
Isoetes melanospora	Isoetes melanospora	Black-Spored Quillwort	Plants	Plants	Plantae	Georgia
Isoetes tegetiformans	Isoetes tegetiformans	Mat-Forming Quillwort	Plants	Plants	Plantae	Georgia
Isotria medeoloides	Isotria medeoloides	Small Whorled Pogonia	Plants	Plants	Plantae	Georgia
Jamesianthus alabamensis	Jamesianthus alabamensis	Jamesianthus	Plants	Plants	Plantae	Georgia
Juglans cinerea	Juglans cinerea	Butternut	Plants	Plants	Plantae	Georgia
Juniperus communis var. depressa	Juniperus communis var. depressa	Ground Juniper	Plants	Plants	Plantae	Georgia
Justicia angusta	Justicia angusta	Narrowleaf Water-Willow	Plants	Plants	Plantae	Georgia
Kalmia carolina	Kalmia carolina	Carolina Bog Myrtle	Plants	Plants	Plantae	Georgia
Lachnocaulon beyrichianum	Lachnocaulon beyrichianum	Southern Bog-Button	Plants	Plants	Plantae	Georgia
Leavenworthia exigua var. exigua	Leavenworthia exigua var. exigua	Least Gladecress	Plants	Plants	Plantae	Georgia
Leiophyllum buxifolium	Leiophyllum buxifolium	Sand-Myrtle	Plants	Plants	Plantae	Georgia
Leitneria floridana	Leitneria floridana	Corkwood	Plants	Plants	Plantae	Georgia
Lejeunea blomquistii	Lejeunea blomquistii	Blomquist's Lejeunea	Plants	Plants	Plantae	Georgia
Liatris tenuifolia var. quadriflora	Liatris tenuifolia var. quadriflora	Florida Narrowleaf Blazing Star	Plants	Plants	Plantae	Georgia
Lilium canadense	Lilium canadense	Canada Lily	Plants	Plants	Plantae	Georgia
Lilium michiganense	Lilium michiganense	Michigan Lily	Plants	Plants	Plantae	Georgia
Lilium philadelphicum	Lilium philadelphicum	Wood Lily	Plants	Plants	Plantae	Georgia
Lilium pyrophilum	Lilium pyrophilum	Pineland Lily	Plants	Plants	Plantae	Georgia
Lindera melissifolia	Lindera melissifolia	Pondberry	Plants	Plants	Plantae	Georgia
Lindera subcoriacea	Lindera subcoriacea	Bog Spicebush	Plants	Plants	Plantae	Georgia
Liparis loeselii	Liparis loeselii	Fen Orchid	Plants	Plants	Plantae	Georgia
Lithospermum occidentale	Lithospermum occidentale	Western Marble-Seed	Plants	Plants	Plantae	Georgia
Litsea aestivalis	Litsea aestivalis	Pondspice	Plants	Plants	Plantae	Georgia
Lobelia boykinii	Lobelia boykinii	BoykinÂ’s Lobelia	Plants	Plants	Plantae	Georgia
Ludwigia spathulata	Ludwigia spathulata	Creeping Smallflower Seedbox	Plants	Plants	Plantae	Georgia
Lycium carolinianum	Lycium carolinianum	Carolina Wolfberry	Plants	Plants	Plantae	Georgia
Lysimachia fraseri	Lysimachia fraseri	Fraser's Loosestrife	Plants	Plants	Plantae	Georgia
Lythrum curtissii	Lythrum curtissii	Curtiss' Loosestrife	Plants	Plants	Plantae	Georgia
Macbridea caroliniana	Macbridea caroliniana	Carolina Bogmint	Plants	Plants	Plantae	Georgia
Macranthera flammea	Macranthera flammea	Bog Flameflower	Plants	Plants	Plantae	Georgia
Malaxis spicata	Malaxis spicata	Florida Adders-Mouth Orchid	Plants	Plants	Plantae	Georgia
Marshallia mohrii	Marshallia mohrii	Coosa Barbara's-Buttons	Plants	Plants	Plantae	Georgia
Marshallia trinervia	Marshallia trinervia	Broadleaf Barbara's-Buttons	Plants	Plants	Plantae	Georgia
Matelea alabamensis	Matelea alabamensis	Alabama Milkvine	Plants	Plants	Plantae	Georgia
Matelea floridana	Matelea floridana	Florida Milkvine	Plants	Plants	Plantae	Georgia
Megaceros aenigmaticus	Megaceros aenigmaticus	Headwaters Hornwort	Plants	Plants	Plantae	Georgia
Monotropsis odorata	Monotropsis odorata	Sweet Pinesap	Plants	Plants	Plantae	Georgia
Morella inodora	Morella inodora	Odorless Bayberry	Plants	Plants	Plantae	Georgia
Najas filifolia	Najas filifolia	Narrowleaf Naiad	Plants	Plants	Plantae	Georgia
Nestronia umbellula	Nestronia umbellula	Indian Olive	Plants	Plants	Plantae	Georgia
Neviusia alabamensis	Neviusia alabamensis	Alabama Snow-Wreath	Plants	Plants	Plantae	Georgia
Oncophorus raui	Oncophorus raui	Rau's Oncophorus Moss	Plants	Plants	Plantae	Georgia
Oxypolis canbyi	Oxypolis canbyi	Canby's Dropwort	Plants	Plants	Plantae	Georgia
Oxypolis ternata	Oxypolis ternata	Savanna Cowbane	Plants	Plants	Plantae	Georgia
Packera millefolia	Packera millefolia	Blue Ridge Golden Ragwort	Plants	Plants	Plantae	Georgia
Panax quinquefolius	Panax quinquefolius	American Ginseng	Plants	Plants	Plantae	Georgia
Panax trifolius	Panax trifolius	Dwarf Ginseng	Plants	Plants	Plantae	Georgia
Paronychia virginica	Paronychia virginica	Yellow Nailwort	Plants	Plants	Plantae	Georgia
Pedicularis lanceolata	Pedicularis lanceolata	Swamp Lousewort	Plants	Plants	Plantae	Georgia
Pediomelum piedmontanum	Pediomelum piedmontanum	Dixie Mountain Breadroot	Plants	Plants	Plantae	Georgia
Philadelphus pubescens	Philadelphus pubescens	Hairy Mockorange	Plants	Plants	Plantae	Georgia
Pinguicula primuliflora	Pinguicula primuliflora	Clearwater Butterwort	Plants	Plants	Plantae	Georgia
Pityopsis oligantha	Pityopsis oligantha	Few-Flowered Golden-Aster	Plants	Plants	Plantae	Georgia
Plagiochila caduciloba	Plagiochila caduciloba	Brittle-Lobed Leafy Liverwort	Plants	Plants	Plantae	Georgia
Plagiochila floridana	Plagiochila floridana	Florida Leafy Liverwort	Plants	Plants	Plantae	Georgia
Plagiochila sharpii	Plagiochila sharpii	Sharp's Leafy Liverwort	Plants	Plants	Plantae	Georgia
Plagiomnium carolinianum	Plagiomnium carolinianum	Carolina Wavy-Leaf Moss	Plants	Plants	Plantae	Georgia
Plantago sparsiflora	Plantago sparsiflora	Pineland Plantain	Plants	Plants	Plantae	Georgia
Platanthera blephariglottis	Platanthera blephariglottis	Small White Fringed Orchid	Plants	Plants	Plantae	Georgia
Platanthera chapmanii	Platanthera chapmanii	Chapman's Fringed Orchid	Plants	Plants	Plantae	Georgia
Platanthera conspicua	Platanthera conspicua	Large White Fringed Orchid	Plants	Plants	Plantae	Georgia
Platanthera flava var. herbiola	Platanthera flava var. herbiola	Pale Green Orchid	Plants	Plants	Plantae	Georgia
Platanthera grandiflora	Platanthera grandiflora	Large Purple Fringed Orchid	Plants	Plants	Plantae	Georgia
Platanthera integra	Platanthera integra	Yellow Fringeless Orchid	Plants	Plants	Plantae	Georgia
Platanthera integrilabia	Platanthera integrilabia	Monkeyface Orchid	Plants	Plants	Plantae	Georgia
Platanthera peramoena	Platanthera peramoena	Purple Fringeless Orchid	Plants	Plants	Plantae	Georgia
Platyhypnidium pringlei	Platyhypnidium pringlei	Pringle's Platyhypnidium	Plants	Plants	Plantae	Georgia
Pohlia rabunbaldensis	Pohlia rabunbaldensis	Rabun Bald Feather-Moss	Plants	Plants	Plantae	Georgia
Polymnia laevigata	Polymnia laevigata	Tennessee Leafcup	Plants	Plants	Plantae	Georgia
Portulaca biloba	Portulaca biloba	Grit Portulaca	Plants	Plants	Plantae	Georgia
Portulaca umbraticola ssp. coronata	Portulaca umbraticola ssp. coronata	Wingpod Purslane	Plants	Plants	Plantae	Georgia
Pteroglossaspis ecristata	Pteroglossaspis ecristata	Wild Coco	Plants	Plants	Plantae	Georgia
Ptilimnium ahlesii	Ptilimnium ahlesii	Coastal Bishopweed	Plants	Plants	Plantae	Georgia
Ptilimnium nodosum	Ptilimnium nodosum	Harperella	Plants	Plants	Plantae	Georgia
Quercus oglethorpensis	Quercus oglethorpensis	Oglethorpe Oak	Plants	Plants	Plantae	Georgia
Quercus similis	Quercus similis	Swamp Post Oak	Plants	Plants	Plantae	Georgia
Rhexia aristosa	Rhexia aristosa	Awned Meadowbeauty	Plants	Plants	Plantae	Georgia
Rhexia salicifolia	Rhexia salicifolia	Willowleaf Meadowbeauty	Plants	Plants	Plantae	Georgia
Rhododendron eastmanii	Rhododendron eastmanii	May Pink Azalea	Plants	Plants	Plantae	Georgia
Rhododendron prunifolium	Rhododendron prunifolium	Plumleaf Azalea	Plants	Plants	Plantae	Georgia
Rhus michauxii	Rhus michauxii	Dwarf Sumac	Plants	Plants	Plantae	Georgia
Rhynchospora breviseta	Rhynchospora breviseta	Short-Bristle Beakrush	Plants	Plants	Plantae	Georgia
Rhynchospora crinipes	Rhynchospora crinipes	Bearded Beakrush	Plants	Plants	Plantae	Georgia
Rhynchospora culixa	Rhynchospora culixa	Georgia Beakrush	Plants	Plants	Plantae	Georgia
Rhynchospora decurrens	Rhynchospora decurrens	Decurrent Beakrush	Plants	Plants	Plantae	Georgia
Rhynchospora fernaldii	Rhynchospora fernaldii	Fernald's Beakrush	Plants	Plants	Plantae	Georgia
Rhynchospora harperi	Rhynchospora harperi	HarperÂ’s Beakrush	Plants	Plants	Plantae	Georgia
Rhynchospora macra	Rhynchospora macra	Many-Bristled Beakrush	Plants	Plants	Plantae	Georgia
Rhynchospora pleiantha	Rhynchospora pleiantha	Clonal Thread-Leaved Beakrush	Plants	Plants	Plantae	Georgia
Rhynchospora punctata	Rhynchospora punctata	Spotted Beakrush	Plants	Plants	Plantae	Georgia
Rhynchospora solitaria	Rhynchospora solitaria	Solitary Beakrush	Plants	Plants	Plantae	Georgia
Rhynchospora thornei	Rhynchospora thornei	Thorne's Beakrush	Plants	Plants	Plantae	Georgia
